"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"16/07/2024 10:00 - 16/07/2024 11:00","Norway (NO)","12285.80","12038.51"
"16/07/2024 11:00 - 16/07/2024 12:00","Norway (NO)","12167.89","12299.08"
"16/07/2024 12:00 - 16/07/2024 13:00","Norway (NO)","12369.85","12247.84"
"16/07/2024 13:00 - 16/07/2024 14:00","Norway (NO)","12384.55","12270.87"
"16/07/2024 14:00 - 16/07/2024 15:00","Norway (NO)","12480.07","12288.63"
"16/07/2024 15:00 - 16/07/2024 16:00","Norway (NO)","12520.00","12298.85"
"16/07/2024 16:00 - 16/07/2024 17:00","Norway (NO)","12564.69","12535.39"
"16/07/2024 17:00 - 16/07/2024 18:00","Norway (NO)","12684.51","12435.31"
"16/07/2024 18:00 - 16/07/2024 19:00","Norway (NO)","12711.74","12633.73"
"16/07/2024 19:00 - 16/07/2024 20:00","Norway (NO)","12650.02","12622.10"
"16/07/2024 20:00 - 16/07/2024 21:00","Norway (NO)","12391.35","12511.41"
"16/07/2024 21:00 - 16/07/2024 22:00","Norway (NO)","12183.40","12198.24"
"16/07/2024 22:00 - 16/07/2024 23:00","Norway (NO)","12093.71","11908.70"
"16/07/2024 23:00 - 17/07/2024 00:00","Norway (NO)","11760.69","11771.12"
"17/07/2024 00:00 - 17/07/2024 01:00","Norway (NO)","11405.17","11331.12"
"17/07/2024 01:00 - 17/07/2024 02:00","Norway (NO)","10992.70","11219.05"
"17/07/2024 02:00 - 17/07/2024 03:00","Norway (NO)","10903.82","10920.52"
"17/07/2024 03:00 - 17/07/2024 04:00","Norway (NO)","10870.58","10752.79"
"17/07/2024 04:00 - 17/07/2024 05:00","Norway (NO)","10772.57","10701.73"
"17/07/2024 05:00 - 17/07/2024 06:00","Norway (NO)","10822.08","10783.63"
"17/07/2024 06:00 - 17/07/2024 07:00","Norway (NO)","11136.68","11413.02"
"17/07/2024 07:00 - 17/07/2024 08:00","Norway (NO)","11604.12","11778.12"
"17/07/2024 08:00 - 17/07/2024 09:00","Norway (NO)","12127.94","11868.05"
"17/07/2024 09:00 - 17/07/2024 10:00","Norway (NO)","12477.90","12164.35"
"17/07/2024 10:00 - 17/07/2024 11:00","Norway (NO)","12693.95","12315.03"
"17/07/2024 11:00 - 17/07/2024 12:00","Norway (NO)","12682.29","12523.65"
"17/07/2024 12:00 - 17/07/2024 13:00","Norway (NO)","12399.03","12526.41"
"17/07/2024 13:00 - 17/07/2024 14:00","Norway (NO)","12407.84","12349.24"
"17/07/2024 14:00 - 17/07/2024 15:00","Norway (NO)","12536.67","12339.75"
"17/07/2024 15:00 - 17/07/2024 16:00","Norway (NO)","12591.90","12569.17"
"17/07/2024 16:00 - 17/07/2024 17:00","Norway (NO)","12485.07","12623.49"
"17/07/2024 17:00 - 17/07/2024 18:00","Norway (NO)","12514.41","12454.55"
"17/07/2024 18:00 - 17/07/2024 19:00","Norway (NO)","12396.36","12399.06"
"17/07/2024 19:00 - 17/07/2024 20:00","Norway (NO)","12376.75","12386.43"
"17/07/2024 20:00 - 17/07/2024 21:00","Norway (NO)","12399.14","12268.34"
"17/07/2024 21:00 - 17/07/2024 22:00","Norway (NO)","12196.91","12266.18"
"17/07/2024 22:00 - 17/07/2024 23:00","Norway (NO)","12132.63","12087.31"
"17/07/2024 23:00 - 18/07/2024 00:00","Norway (NO)","11904.99","11747.80"
"18/07/2024 00:00 - 18/07/2024 01:00","Norway (NO)","11292.98","11390.95"
"18/07/2024 01:00 - 18/07/2024 02:00","Norway (NO)","11184.78","11280.56"
"18/07/2024 02:00 - 18/07/2024 03:00","Norway (NO)","10946.67","11061.85"
"18/07/2024 03:00 - 18/07/2024 04:00","Norway (NO)","10823.39","10777.95"
"18/07/2024 04:00 - 18/07/2024 05:00","Norway (NO)","10756.58","10704.62"
"18/07/2024 05:00 - 18/07/2024 06:00","Norway (NO)","10779.96","10849.31"
"18/07/2024 06:00 - 18/07/2024 07:00","Norway (NO)","11267.30","11401.76"
"18/07/2024 07:00 - 18/07/2024 08:00","Norway (NO)","11883.69","11958.64"
"18/07/2024 08:00 - 18/07/2024 09:00","Norway (NO)","12183.90","12129.79"
"18/07/2024 09:00 - 18/07/2024 10:00","Norway (NO)","12266.74","12199.30"
"18/07/2024 10:00 - 18/07/2024 11:00","Norway (NO)","12535.66","12368.82"
"18/07/2024 11:00 - 18/07/2024 12:00","Norway (NO)","12514.11","12438.12"
"18/07/2024 12:00 - 18/07/2024 13:00","Norway (NO)","12321.68","11327.63"
"18/07/2024 13:00 - 18/07/2024 14:00","Norway (NO)","12190.06","12360.55"
"18/07/2024 14:00 - 18/07/2024 15:00","Norway (NO)","12259.54","12333.83"
"18/07/2024 15:00 - 18/07/2024 16:00","Norway (NO)","12385.71","12228.51"
"18/07/2024 16:00 - 18/07/2024 17:00","Norway (NO)","12420.80","12296.35"
"18/07/2024 17:00 - 18/07/2024 18:00","Norway (NO)","12461.07","12327.38"
"18/07/2024 18:00 - 18/07/2024 19:00","Norway (NO)","12380.91","12285.88"
"18/07/2024 19:00 - 18/07/2024 20:00","Norway (NO)","12227.52","12245.49"
"18/07/2024 20:00 - 18/07/2024 21:00","Norway (NO)","12296.71","12164.57"
"18/07/2024 21:00 - 18/07/2024 22:00","Norway (NO)","12299.12","12145.82"
"18/07/2024 22:00 - 18/07/2024 23:00","Norway (NO)","12307.29","11989.17"
"18/07/2024 23:00 - 19/07/2024 00:00","Norway (NO)","11954.08","11991.43"
"19/07/2024 00:00 - 19/07/2024 01:00","Norway (NO)","11462.88","11480.99"
"19/07/2024 01:00 - 19/07/2024 02:00","Norway (NO)","11116.94","11337.76"
"19/07/2024 02:00 - 19/07/2024 03:00","Norway (NO)","11026.78","11039.43"
"19/07/2024 03:00 - 19/07/2024 04:00","Norway (NO)","10796.85","10747.07"
"19/07/2024 04:00 - 19/07/2024 05:00","Norway (NO)","10672.03","10664.80"
"19/07/2024 05:00 - 19/07/2024 06:00","Norway (NO)","10708.08","10769.53"
"19/07/2024 06:00 - 19/07/2024 07:00","Norway (NO)","11046.61","11251.78"
"19/07/2024 07:00 - 19/07/2024 08:00","Norway (NO)","11649.93","11682.11"
"19/07/2024 08:00 - 19/07/2024 09:00","Norway (NO)","12072.21","11850.17"
"19/07/2024 09:00 - 19/07/2024 10:00","Norway (NO)","12168.79","12112.30"
"19/07/2024 10:00 - 19/07/2024 11:00","Norway (NO)","12390.80","12237.87"
"19/07/2024 11:00 - 19/07/2024 12:00","Norway (NO)","12426.26","12337.95"
"19/07/2024 12:00 - 19/07/2024 13:00","Norway (NO)","12463.74","12316.50"
"19/07/2024 13:00 - 19/07/2024 14:00","Norway (NO)","12312.59","12341.14"
"19/07/2024 14:00 - 19/07/2024 15:00","Norway (NO)","12196.72","12207.11"
"19/07/2024 15:00 - 19/07/2024 16:00","Norway (NO)","12212.09","12169.62"
"19/07/2024 16:00 - 19/07/2024 17:00","Norway (NO)","12161.96","12077.52"
"19/07/2024 17:00 - 19/07/2024 18:00","Norway (NO)","12020.82","12033.64"
"19/07/2024 18:00 - 19/07/2024 19:00","Norway (NO)","11892.86","11953.74"
"19/07/2024 19:00 - 19/07/2024 20:00","Norway (NO)","12045.47","11860.71"
"19/07/2024 20:00 - 19/07/2024 21:00","Norway (NO)","12083.77","11888.41"
"19/07/2024 21:00 - 19/07/2024 22:00","Norway (NO)","11894.42","11903.90"
"19/07/2024 22:00 - 19/07/2024 23:00","Norway (NO)","11783.87","11658.37"
"19/07/2024 23:00 - 20/07/2024 00:00","Norway (NO)","11675.18","11678.75"
"20/07/2024 00:00 - 20/07/2024 01:00","Norway (NO)","11240.05","11286.12"
"20/07/2024 01:00 - 20/07/2024 02:00","Norway (NO)","10764.43","11092.12"
"20/07/2024 02:00 - 20/07/2024 03:00","Norway (NO)","10520.37","10827.23"
"20/07/2024 03:00 - 20/07/2024 04:00","Norway (NO)","10345.99","10520.92"
"20/07/2024 04:00 - 20/07/2024 05:00","Norway (NO)","10477.26","10365.72"
"20/07/2024 05:00 - 20/07/2024 06:00","Norway (NO)","10482.93","10347.61"
"20/07/2024 06:00 - 20/07/2024 07:00","Norway (NO)","10525.22","10443.48"
"20/07/2024 07:00 - 20/07/2024 08:00","Norway (NO)","10744.67","10581.96"
"20/07/2024 08:00 - 20/07/2024 09:00","Norway (NO)","11031.36","10988.73"
"20/07/2024 09:00 - 20/07/2024 10:00","Norway (NO)","11256.54","11405.91"
"20/07/2024 10:00 - 20/07/2024 11:00","Norway (NO)","11362.54","11447.54"
"20/07/2024 11:00 - 20/07/2024 12:00","Norway (NO)","11409.60","11416.16"
"20/07/2024 12:00 - 20/07/2024 13:00","Norway (NO)","11465.19","11444.83"
"20/07/2024 13:00 - 20/07/2024 14:00","Norway (NO)","11354.31","11443.41"
"20/07/2024 14:00 - 20/07/2024 15:00","Norway (NO)","11325.48","11298.08"
"20/07/2024 15:00 - 20/07/2024 16:00","Norway (NO)","11492.77","11320.35"
"20/07/2024 16:00 - 20/07/2024 17:00","Norway (NO)","11533.99","11514.88"
"20/07/2024 17:00 - 20/07/2024 18:00","Norway (NO)","11783.76","11666.57"
"20/07/2024 18:00 - 20/07/2024 19:00","Norway (NO)","11776.77","11709.17"
"20/07/2024 19:00 - 20/07/2024 20:00","Norway (NO)","11680.44","11683.30"
"20/07/2024 20:00 - 20/07/2024 21:00","Norway (NO)","11727.35","11560.27"
"20/07/2024 21:00 - 20/07/2024 22:00","Norway (NO)","11567.50","11546.46"
"20/07/2024 22:00 - 20/07/2024 23:00","Norway (NO)","11284.87","11405.74"
"20/07/2024 23:00 - 21/07/2024 00:00","Norway (NO)","11078.02","11118.55"
"21/07/2024 00:00 - 21/07/2024 01:00","Norway (NO)","10944.14","10789.52"
"21/07/2024 01:00 - 21/07/2024 02:00","Norway (NO)","10688.48","10669.11"
"21/07/2024 02:00 - 21/07/2024 03:00","Norway (NO)","10532.16","10519.83"
"21/07/2024 03:00 - 21/07/2024 04:00","Norway (NO)","10381.86","10390.09"
"21/07/2024 04:00 - 21/07/2024 05:00","Norway (NO)","10228.42","10251.77"
"21/07/2024 05:00 - 21/07/2024 06:00","Norway (NO)","9861.62","10066.45"
"21/07/2024 06:00 - 21/07/2024 07:00","Norway (NO)","10155.99","9964.59"
"21/07/2024 07:00 - 21/07/2024 08:00","Norway (NO)","10268.44","10264.91"
"21/07/2024 08:00 - 21/07/2024 09:00","Norway (NO)","10437.07","10478.49"
"21/07/2024 09:00 - 21/07/2024 10:00","Norway (NO)","10651.46","10699.43"
"21/07/2024 10:00 - 21/07/2024 11:00","Norway (NO)","10940.12","10906.87"
"21/07/2024 11:00 - 21/07/2024 12:00","Norway (NO)","10872.23","11099.50"
"21/07/2024 12:00 - 21/07/2024 13:00","Norway (NO)","10989.13","10938.19"
"21/07/2024 13:00 - 21/07/2024 14:00","Norway (NO)","10908.87","10980.63"
"21/07/2024 14:00 - 21/07/2024 15:00","Norway (NO)","11118.63","10962.62"
"21/07/2024 15:00 - 21/07/2024 16:00","Norway (NO)","11124.79","11158.65"
"21/07/2024 16:00 - 21/07/2024 17:00","Norway (NO)","11492.11","11206.98"
"21/07/2024 17:00 - 21/07/2024 18:00","Norway (NO)","11510.55","11323.65"
"21/07/2024 18:00 - 21/07/2024 19:00","Norway (NO)","11597.10","11478.71"
"21/07/2024 19:00 - 21/07/2024 20:00","Norway (NO)","11936.09","11601.80"
"21/07/2024 20:00 - 21/07/2024 21:00","Norway (NO)","11871.60","11770.66"
"21/07/2024 21:00 - 21/07/2024 22:00","Norway (NO)","11731.31","11700.30"
"21/07/2024 22:00 - 21/07/2024 23:00","Norway (NO)","11486.06","11545.92"
"21/07/2024 23:00 - 22/07/2024 00:00","Norway (NO)","11024.29","11249.13"
"22/07/2024 00:00 - 22/07/2024 01:00","Norway (NO)","11081.25","10840.35"
"22/07/2024 01:00 - 22/07/2024 02:00","Norway (NO)","10702.08","10861.55"
"22/07/2024 02:00 - 22/07/2024 03:00","Norway (NO)","10676.89","10649.82"
"22/07/2024 03:00 - 22/07/2024 04:00","Norway (NO)","10557.14","10557.85"
"22/07/2024 04:00 - 22/07/2024 05:00","Norway (NO)","10406.33","10461.98"
"22/07/2024 05:00 - 22/07/2024 06:00","Norway (NO)","10209.45","10459.02"
"22/07/2024 06:00 - 22/07/2024 07:00","Norway (NO)","10649.06","10833.93"
"22/07/2024 07:00 - 22/07/2024 08:00","Norway (NO)","11386.59","11381.79"
"22/07/2024 08:00 - 22/07/2024 09:00","Norway (NO)","11995.15","11773.33"
"22/07/2024 09:00 - 22/07/2024 10:00","Norway (NO)","12163.02","12064.48"
"22/07/2024 10:00 - 22/07/2024 11:00","Norway (NO)","12445.86","12118.87"
"22/07/2024 11:00 - 22/07/2024 12:00","Norway (NO)","12402.00","12051.44"
"22/07/2024 12:00 - 22/07/2024 13:00","Norway (NO)","12527.85","12313.30"
"22/07/2024 13:00 - 22/07/2024 14:00","Norway (NO)","12302.79","12417.35"
"22/07/2024 14:00 - 22/07/2024 15:00","Norway (NO)","12200.03","12283.86"
"22/07/2024 15:00 - 22/07/2024 16:00","Norway (NO)","12307.83","12199.99"
"22/07/2024 16:00 - 22/07/2024 17:00","Norway (NO)","12310.94","12337.24"
"22/07/2024 17:00 - 22/07/2024 18:00","Norway (NO)","12215.41","12197.57"
"22/07/2024 18:00 - 22/07/2024 19:00","Norway (NO)","12216.24","12140.30"
"22/07/2024 19:00 - 22/07/2024 20:00","Norway (NO)","12250.47","12268.41"
"22/07/2024 20:00 - 22/07/2024 21:00","Norway (NO)","12157.33","12107.38"
"22/07/2024 21:00 - 22/07/2024 22:00","Norway (NO)","11905.42","12017.35"
"22/07/2024 22:00 - 22/07/2024 23:00","Norway (NO)","11838.59","11694.33"
"22/07/2024 23:00 - 23/07/2024 00:00","Norway (NO)","11648.22","11538.17"
"23/07/2024 00:00 - 23/07/2024 01:00","Norway (NO)","11201.25","11173.11"
"23/07/2024 01:00 - 23/07/2024 02:00","Norway (NO)","10759.69","11106.97"
"23/07/2024 02:00 - 23/07/2024 03:00","Norway (NO)","10605.44","10800.01"
"23/07/2024 03:00 - 23/07/2024 04:00","Norway (NO)","10451.79","10456.49"
"23/07/2024 04:00 - 23/07/2024 05:00","Norway (NO)","10539.50","10387.29"
"23/07/2024 05:00 - 23/07/2024 06:00","Norway (NO)","10686.46","10531.12"
"23/07/2024 06:00 - 23/07/2024 07:00","Norway (NO)","11028.21","11172.91"
"23/07/2024 07:00 - 23/07/2024 08:00","Norway (NO)","11555.76","11597.33"
"23/07/2024 08:00 - 23/07/2024 09:00","Norway (NO)","11979.82","11868.27"
"23/07/2024 09:00 - 23/07/2024 10:00","Norway (NO)","12198.12","11999.74"
"23/07/2024 10:00 - 23/07/2024 11:00","Norway (NO)","12290.02","12159.36"
"23/07/2024 11:00 - 23/07/2024 12:00","Norway (NO)","12263.53","12292.13"
"23/07/2024 12:00 - 23/07/2024 13:00","Norway (NO)","12354.72","12174.87"
"23/07/2024 13:00 - 23/07/2024 14:00","Norway (NO)","12527.39","12288.76"
"23/07/2024 14:00 - 23/07/2024 15:00","Norway (NO)","12325.66","12327.18"
"23/07/2024 15:00 - 23/07/2024 16:00","Norway (NO)","12184.40","12352.20"
"23/07/2024 16:00 - 23/07/2024 17:00","Norway (NO)","12265.73","12223.86"
"23/07/2024 17:00 - 23/07/2024 18:00","Norway (NO)","12177.71","12216.94"
"23/07/2024 18:00 - 23/07/2024 19:00","Norway (NO)","12178.41","12179.19"
"23/07/2024 19:00 - 23/07/2024 20:00","Norway (NO)","12036.32","12140.43"
"23/07/2024 20:00 - 23/07/2024 21:00","Norway (NO)","12174.12","12020.80"
"23/07/2024 21:00 - 23/07/2024 22:00","Norway (NO)","12088.85","12078.38"
"23/07/2024 22:00 - 23/07/2024 23:00","Norway (NO)","12039.41","11979.83"
"23/07/2024 23:00 - 24/07/2024 00:00","Norway (NO)","11892.61","11665.14"
"24/07/2024 00:00 - 24/07/2024 01:00","Norway (NO)","11714.82","11382.89"
"24/07/2024 01:00 - 24/07/2024 02:00","Norway (NO)","11103.39","11305.67"
"24/07/2024 02:00 - 24/07/2024 03:00","Norway (NO)","10762.97","11019.65"
"24/07/2024 03:00 - 24/07/2024 04:00","Norway (NO)","10640.23","10679.84"
"24/07/2024 04:00 - 24/07/2024 05:00","Norway (NO)","10595.82","10564.16"
"24/07/2024 05:00 - 24/07/2024 06:00","Norway (NO)","10690.55","10654.17"
"24/07/2024 06:00 - 24/07/2024 07:00","Norway (NO)","11091.72","11192.48"
"24/07/2024 07:00 - 24/07/2024 08:00","Norway (NO)","11586.06","11646.11"
"24/07/2024 08:00 - 24/07/2024 09:00","Norway (NO)","11880.32","11796.24"
"24/07/2024 09:00 - 24/07/2024 10:00","Norway (NO)","12161.88","12016.67"
"24/07/2024 10:00 - 24/07/2024 11:00","Norway (NO)","12217.15","12168.51"
"24/07/2024 11:00 - 24/07/2024 12:00","Norway (NO)","12240.47","12198.22"
"24/07/2024 12:00 - 24/07/2024 13:00","Norway (NO)","12083.47","12221.75"
"24/07/2024 13:00 - 24/07/2024 14:00","Norway (NO)","12183.93","12066.59"
"24/07/2024 14:00 - 24/07/2024 15:00","Norway (NO)","12207.04","12192.38"
"24/07/2024 15:00 - 24/07/2024 16:00","Norway (NO)","12350.34","12206.19"
"24/07/2024 16:00 - 24/07/2024 17:00","Norway (NO)","12503.97","12347.19"
"24/07/2024 17:00 - 24/07/2024 18:00","Norway (NO)","12368.89","12419.18"
"24/07/2024 18:00 - 24/07/2024 19:00","Norway (NO)","12599.07","12386.37"
"24/07/2024 19:00 - 24/07/2024 20:00","Norway (NO)","12210.56","12314.04"
"24/07/2024 20:00 - 24/07/2024 21:00","Norway (NO)","12265.01","12162.37"
"24/07/2024 21:00 - 24/07/2024 22:00","Norway (NO)","12125.23","12144.37"
"24/07/2024 22:00 - 24/07/2024 23:00","Norway (NO)","12068.35","12017.63"
"24/07/2024 23:00 - 25/07/2024 00:00","Norway (NO)","11795.63","11724.65"
"25/07/2024 00:00 - 25/07/2024 01:00","Norway (NO)","11461.80","11309.88"
"25/07/2024 01:00 - 25/07/2024 02:00","Norway (NO)","11073.72","11068.54"
"25/07/2024 02:00 - 25/07/2024 03:00","Norway (NO)","10799.94","10907.18"
"25/07/2024 03:00 - 25/07/2024 04:00","Norway (NO)","10817.31","10794.08"
"25/07/2024 04:00 - 25/07/2024 05:00","Norway (NO)","10846.64","10736.78"
"25/07/2024 05:00 - 25/07/2024 06:00","Norway (NO)","10922.82","10855.71"
"25/07/2024 06:00 - 25/07/2024 07:00","Norway (NO)","11204.67","11443.33"
"25/07/2024 07:00 - 25/07/2024 08:00","Norway (NO)","11715.38","12138.51"
"25/07/2024 08:00 - 25/07/2024 09:00","Norway (NO)","11942.70","12379.35"
"25/07/2024 09:00 - 25/07/2024 10:00","Norway (NO)","12124.42","12442.21"
"25/07/2024 10:00 - 25/07/2024 11:00","Norway (NO)","12333.48","12582.34"
"25/07/2024 11:00 - 25/07/2024 12:00","Norway (NO)","12241.46","12521.67"
"25/07/2024 12:00 - 25/07/2024 13:00","Norway (NO)","11949.37","12390.05"
"25/07/2024 13:00 - 25/07/2024 14:00","Norway (NO)","12054.42","12398.64"
"25/07/2024 14:00 - 25/07/2024 15:00","Norway (NO)","12247.59","12161.79"
"25/07/2024 15:00 - 25/07/2024 16:00","Norway (NO)","12491.11","12241.18"
"25/07/2024 16:00 - 25/07/2024 17:00","Norway (NO)","12469.59","12533.58"
"25/07/2024 17:00 - 25/07/2024 18:00","Norway (NO)","12382.34","12351.32"
"25/07/2024 18:00 - 25/07/2024 19:00","Norway (NO)","12266.39","12283.55"
"25/07/2024 19:00 - 25/07/2024 20:00","Norway (NO)","12144.58","12240.31"
"25/07/2024 20:00 - 25/07/2024 21:00","Norway (NO)","12127.48","12080.44"
"25/07/2024 21:00 - 25/07/2024 22:00","Norway (NO)","11795.98","12000.32"
"25/07/2024 22:00 - 25/07/2024 23:00","Norway (NO)","11808.63","11683.35"
"25/07/2024 23:00 - 26/07/2024 00:00","Norway (NO)","11503.21","11449.49"
"26/07/2024 00:00 - 26/07/2024 01:00","Norway (NO)","11071.49","11093.31"
"26/07/2024 01:00 - 26/07/2024 02:00","Norway (NO)","10648.69","10978.25"
"26/07/2024 02:00 - 26/07/2024 03:00","Norway (NO)","10635.04","10675.50"
"26/07/2024 03:00 - 26/07/2024 04:00","Norway (NO)","10568.10","10520.63"
"26/07/2024 04:00 - 26/07/2024 05:00","Norway (NO)","10620.47","10526.86"
"26/07/2024 05:00 - 26/07/2024 06:00","Norway (NO)","10663.16","10680.32"
"26/07/2024 06:00 - 26/07/2024 07:00","Norway (NO)","10974.95","11083.90"
"26/07/2024 07:00 - 26/07/2024 08:00","Norway (NO)","11398.49","11580.52"
"26/07/2024 08:00 - 26/07/2024 09:00","Norway (NO)","11863.20","11698.52"
"26/07/2024 09:00 - 26/07/2024 10:00","Norway (NO)","12064.47","11991.98"
"26/07/2024 10:00 - 26/07/2024 11:00","Norway (NO)","12286.41","12209.33"
"26/07/2024 11:00 - 26/07/2024 12:00","Norway (NO)","12193.87","12330.38"
"26/07/2024 12:00 - 26/07/2024 13:00","Norway (NO)","12366.71","12156.15"
"26/07/2024 13:00 - 26/07/2024 14:00","Norway (NO)","12369.29","12304.13"
"26/07/2024 14:00 - 26/07/2024 15:00","Norway (NO)","12257.78","12228.39"
"26/07/2024 15:00 - 26/07/2024 16:00","Norway (NO)","12273.14","12211.93"
"26/07/2024 16:00 - 26/07/2024 17:00","Norway (NO)","12196.62","12230.27"
"26/07/2024 17:00 - 26/07/2024 18:00","Norway (NO)","12071.06","12107.04"
"26/07/2024 18:00 - 26/07/2024 19:00","Norway (NO)","11945.87","11965.11"
"26/07/2024 19:00 - 26/07/2024 20:00","Norway (NO)","12088.08","11953.98"
"26/07/2024 20:00 - 26/07/2024 21:00","Norway (NO)","12104.52","11985.22"
"26/07/2024 21:00 - 26/07/2024 22:00","Norway (NO)","11898.59","11914.93"
"26/07/2024 22:00 - 26/07/2024 23:00","Norway (NO)","11785.70","11701.04"
"26/07/2024 23:00 - 27/07/2024 00:00","Norway (NO)","11608.54","11652.44"
"27/07/2024 00:00 - 27/07/2024 01:00","Norway (NO)","11353.09","11248.84"
"27/07/2024 01:00 - 27/07/2024 02:00","Norway (NO)","10997.72","11124.05"
"27/07/2024 02:00 - 27/07/2024 03:00","Norway (NO)","10758.59","10880.19"
"27/07/2024 03:00 - 27/07/2024 04:00","Norway (NO)","10533.65","10594.62"
"27/07/2024 04:00 - 27/07/2024 05:00","Norway (NO)","10484.14","10389.36"
"27/07/2024 05:00 - 27/07/2024 06:00","Norway (NO)","10484.28","10380.54"
"27/07/2024 06:00 - 27/07/2024 07:00","Norway (NO)","10625.47","10459.83"
"27/07/2024 07:00 - 27/07/2024 08:00","Norway (NO)","10890.78","10678.24"
"27/07/2024 08:00 - 27/07/2024 09:00","Norway (NO)","11189.89","11193.65"
"27/07/2024 09:00 - 27/07/2024 10:00","Norway (NO)","11590.87","11559.59"
"27/07/2024 10:00 - 27/07/2024 11:00","Norway (NO)","11759.30","11766.22"
"27/07/2024 11:00 - 27/07/2024 12:00","Norway (NO)","11713.75","11768.86"
"27/07/2024 12:00 - 27/07/2024 13:00","Norway (NO)","11752.54","11710.62"
"27/07/2024 13:00 - 27/07/2024 14:00","Norway (NO)","11560.18","11665.54"
"27/07/2024 14:00 - 27/07/2024 15:00","Norway (NO)","11493.40","11487.52"
"27/07/2024 15:00 - 27/07/2024 16:00","Norway (NO)","11517.71","11455.43"
"27/07/2024 16:00 - 27/07/2024 17:00","Norway (NO)","11549.56","11516.90"
"27/07/2024 17:00 - 27/07/2024 18:00","Norway (NO)","11609.86","11743.75"
"27/07/2024 18:00 - 27/07/2024 19:00","Norway (NO)","11618.83","11630.11"
"27/07/2024 19:00 - 27/07/2024 20:00","Norway (NO)","11688.21","11593.92"
"27/07/2024 20:00 - 27/07/2024 21:00","Norway (NO)","11612.08","11622.92"
"27/07/2024 21:00 - 27/07/2024 22:00","Norway (NO)","11518.01","11477.21"
"27/07/2024 22:00 - 27/07/2024 23:00","Norway (NO)","11434.64","11380.84"
"27/07/2024 23:00 - 28/07/2024 00:00","Norway (NO)","11328.01","11228.76"
"28/07/2024 00:00 - 28/07/2024 01:00","Norway (NO)","11010.31","11052.57"
"28/07/2024 01:00 - 28/07/2024 02:00","Norway (NO)","10703.16","10872.32"
"28/07/2024 02:00 - 28/07/2024 03:00","Norway (NO)","10645.74","10625.70"
"28/07/2024 03:00 - 28/07/2024 04:00","Norway (NO)","10506.32","10502.75"
"28/07/2024 04:00 - 28/07/2024 05:00","Norway (NO)","10375.85","10362.84"
"28/07/2024 05:00 - 28/07/2024 06:00","Norway (NO)","10323.47","10203.79"
"28/07/2024 06:00 - 28/07/2024 07:00","Norway (NO)","10396.43","10329.96"
"28/07/2024 07:00 - 28/07/2024 08:00","Norway (NO)","10484.49","10523.07"
"28/07/2024 08:00 - 28/07/2024 09:00","Norway (NO)","10665.78","10771.89"
"28/07/2024 09:00 - 28/07/2024 10:00","Norway (NO)","10789.60","10949.69"
"28/07/2024 10:00 - 28/07/2024 11:00","Norway (NO)","11046.59","11138.48"
"28/07/2024 11:00 - 28/07/2024 12:00","Norway (NO)","11176.63","11102.35"
"28/07/2024 12:00 - 28/07/2024 13:00","Norway (NO)","11180.53","11234.43"
"28/07/2024 13:00 - 28/07/2024 14:00","Norway (NO)","11331.64","11139.25"
"28/07/2024 14:00 - 28/07/2024 15:00","Norway (NO)","11510.80","11338.50"
"28/07/2024 15:00 - 28/07/2024 16:00","Norway (NO)","11567.30","11530.93"
"28/07/2024 16:00 - 28/07/2024 17:00","Norway (NO)","11585.96","11591.54"
"28/07/2024 17:00 - 28/07/2024 18:00","Norway (NO)","11675.98","11554.59"
"28/07/2024 18:00 - 28/07/2024 19:00","Norway (NO)","11457.84","11709.83"
"28/07/2024 19:00 - 28/07/2024 20:00","Norway (NO)","11773.27","11523.07"
"28/07/2024 20:00 - 28/07/2024 21:00","Norway (NO)","11886.00","11744.44"
"28/07/2024 21:00 - 28/07/2024 22:00","Norway (NO)","11834.25","11721.71"
"28/07/2024 22:00 - 28/07/2024 23:00","Norway (NO)","11919.73","11659.03"
"28/07/2024 23:00 - 29/07/2024 00:00","Norway (NO)","11718.10","11567.94"
"29/07/2024 00:00 - 29/07/2024 01:00","Norway (NO)","11265.40","11324.23"
"29/07/2024 01:00 - 29/07/2024 02:00","Norway (NO)","10777.96","11216.30"
"29/07/2024 02:00 - 29/07/2024 03:00","Norway (NO)","10612.54","10858.26"
"29/07/2024 03:00 - 29/07/2024 04:00","Norway (NO)","10650.70","10533.12"
"29/07/2024 04:00 - 29/07/2024 05:00","Norway (NO)","10622.96","10543.50"
"29/07/2024 05:00 - 29/07/2024 06:00","Norway (NO)","10680.72","10648.67"
"29/07/2024 06:00 - 29/07/2024 07:00","Norway (NO)","11248.03","11220.31"
"29/07/2024 07:00 - 29/07/2024 08:00","Norway (NO)","11831.42","11870.85"
"29/07/2024 08:00 - 29/07/2024 09:00","Norway (NO)","12309.99","12185.60"
"29/07/2024 09:00 - 29/07/2024 10:00","Norway (NO)","12371.11","12327.14"
"29/07/2024 10:00 - 29/07/2024 11:00","Norway (NO)","12332.66","12336.29"
"29/07/2024 11:00 - 29/07/2024 12:00","Norway (NO)","12451.26","12318.35"
"29/07/2024 12:00 - 29/07/2024 13:00","Norway (NO)","12483.45","12422.43"
"29/07/2024 13:00 - 29/07/2024 14:00","Norway (NO)","12275.69","12447.54"
"29/07/2024 14:00 - 29/07/2024 15:00","Norway (NO)","12320.89","12262.17"
