"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"08/04/2024 13:00 - 08/04/2024 14:00","Norway (NO)","15720.49","15576.27"
"08/04/2024 14:00 - 08/04/2024 15:00","Norway (NO)","15549.99","15551.07"
"08/04/2024 15:00 - 08/04/2024 16:00","Norway (NO)","15642.54","15642.15"
"08/04/2024 16:00 - 08/04/2024 17:00","Norway (NO)","15645.30","15814.22"
"08/04/2024 17:00 - 08/04/2024 18:00","Norway (NO)","15634.67","15675.25"
"08/04/2024 18:00 - 08/04/2024 19:00","Norway (NO)","15885.94","15715.17"
"08/04/2024 19:00 - 08/04/2024 20:00","Norway (NO)","15918.70","15915.45"
"08/04/2024 20:00 - 08/04/2024 21:00","Norway (NO)","16011.29","16004.26"
"08/04/2024 21:00 - 08/04/2024 22:00","Norway (NO)","15983.92","15892.46"
"08/04/2024 22:00 - 08/04/2024 23:00","Norway (NO)","15600.83","15690.85"
"08/04/2024 23:00 - 09/04/2024 00:00","Norway (NO)","15208.00","15116.46"
"09/04/2024 00:00 - 09/04/2024 01:00","Norway (NO)","14810.77","14759.52"
"09/04/2024 01:00 - 09/04/2024 02:00","Norway (NO)","14578.74","14767.77"
"09/04/2024 02:00 - 09/04/2024 03:00","Norway (NO)","14488.83","14545.54"
"09/04/2024 03:00 - 09/04/2024 04:00","Norway (NO)","14354.59","14398.19"
"09/04/2024 04:00 - 09/04/2024 05:00","Norway (NO)","14346.85","14365.04"
"09/04/2024 05:00 - 09/04/2024 06:00","Norway (NO)","14766.07","14629.33"
"09/04/2024 06:00 - 09/04/2024 07:00","Norway (NO)","15775.13","15631.25"
"09/04/2024 07:00 - 09/04/2024 08:00","Norway (NO)","16756.65","16704.77"
"09/04/2024 08:00 - 09/04/2024 09:00","Norway (NO)","16855.90","17057.34"
"09/04/2024 09:00 - 09/04/2024 10:00","Norway (NO)","16487.59","16596.86"
"09/04/2024 10:00 - 09/04/2024 11:00","Norway (NO)","16381.93","16263.20"
"09/04/2024 11:00 - 09/04/2024 12:00","Norway (NO)","15828.91","16051.54"
"09/04/2024 12:00 - 09/04/2024 13:00","Norway (NO)","15563.11","15601.79"
"09/04/2024 13:00 - 09/04/2024 14:00","Norway (NO)","15544.10","15541.92"
"09/04/2024 14:00 - 09/04/2024 15:00","Norway (NO)","15587.61","15550.51"
"09/04/2024 15:00 - 09/04/2024 16:00","Norway (NO)","15752.60","15721.75"
"09/04/2024 16:00 - 09/04/2024 17:00","Norway (NO)","16001.62","15814.09"
"09/04/2024 17:00 - 09/04/2024 18:00","Norway (NO)","15823.56","15986.73"
"09/04/2024 18:00 - 09/04/2024 19:00","Norway (NO)","15842.82","15853.11"
"09/04/2024 19:00 - 09/04/2024 20:00","Norway (NO)","16152.88","15931.43"
"09/04/2024 20:00 - 09/04/2024 21:00","Norway (NO)","15521.06","15993.42"
"09/04/2024 21:00 - 09/04/2024 22:00","Norway (NO)","15365.53","15416.01"
"09/04/2024 22:00 - 09/04/2024 23:00","Norway (NO)","14880.88","15077.20"
"09/04/2024 23:00 - 10/04/2024 00:00","Norway (NO)","14353.61","14545.46"
"10/04/2024 00:00 - 10/04/2024 01:00","Norway (NO)","14277.05","13941.76"
"10/04/2024 01:00 - 10/04/2024 02:00","Norway (NO)","13888.51","14112.06"
"10/04/2024 02:00 - 10/04/2024 03:00","Norway (NO)","13700.58","13909.91"
"10/04/2024 03:00 - 10/04/2024 04:00","Norway (NO)","13781.70","13713.46"
"10/04/2024 04:00 - 10/04/2024 05:00","Norway (NO)","13885.00","13968.61"
"10/04/2024 05:00 - 10/04/2024 06:00","Norway (NO)","13752.78","14066.35"
"10/04/2024 06:00 - 10/04/2024 07:00","Norway (NO)","14680.37","14755.77"
"10/04/2024 07:00 - 10/04/2024 08:00","Norway (NO)","16020.62","15726.03"
"10/04/2024 08:00 - 10/04/2024 09:00","Norway (NO)","16666.82","16191.94"
"10/04/2024 09:00 - 10/04/2024 10:00","Norway (NO)","16760.18","16476.91"
"10/04/2024 10:00 - 10/04/2024 11:00","Norway (NO)","16442.11","16476.96"
"10/04/2024 11:00 - 10/04/2024 12:00","Norway (NO)","16127.86","16135.62"
"10/04/2024 12:00 - 10/04/2024 13:00","Norway (NO)","15909.39","16008.63"
"10/04/2024 13:00 - 10/04/2024 14:00","Norway (NO)","15599.54","15690.07"
"10/04/2024 14:00 - 10/04/2024 15:00","Norway (NO)","15504.94","15449.21"
"10/04/2024 15:00 - 10/04/2024 16:00","Norway (NO)","15663.99","15531.88"
"10/04/2024 16:00 - 10/04/2024 17:00","Norway (NO)","14922.14","15716.94"
"10/04/2024 17:00 - 10/04/2024 18:00","Norway (NO)","15750.27","15784.92"
"10/04/2024 18:00 - 10/04/2024 19:00","Norway (NO)","15841.95","15683.15"
"10/04/2024 19:00 - 10/04/2024 20:00","Norway (NO)","15832.65","15837.71"
"10/04/2024 20:00 - 10/04/2024 21:00","Norway (NO)","16023.94","15728.23"
"10/04/2024 21:00 - 10/04/2024 22:00","Norway (NO)","16204.37","15861.48"
"10/04/2024 22:00 - 10/04/2024 23:00","Norway (NO)","15777.13","15724.32"
"10/04/2024 23:00 - 11/04/2024 00:00","Norway (NO)","15045.90","15271.38"
"11/04/2024 00:00 - 11/04/2024 01:00","Norway (NO)","14327.16","14754.25"
"11/04/2024 01:00 - 11/04/2024 02:00","Norway (NO)","13881.83","14528.93"
"11/04/2024 02:00 - 11/04/2024 03:00","Norway (NO)","13910.23","14182.03"
"11/04/2024 03:00 - 11/04/2024 04:00","Norway (NO)","14036.36","14101.63"
"11/04/2024 04:00 - 11/04/2024 05:00","Norway (NO)","14297.49","14243.64"
"11/04/2024 05:00 - 11/04/2024 06:00","Norway (NO)","14978.46","14783.50"
"11/04/2024 06:00 - 11/04/2024 07:00","Norway (NO)","15713.11","15814.33"
"11/04/2024 07:00 - 11/04/2024 08:00","Norway (NO)","16624.70","16487.75"
"11/04/2024 08:00 - 11/04/2024 09:00","Norway (NO)","17156.96","16771.43"
"11/04/2024 09:00 - 11/04/2024 10:00","Norway (NO)","17102.21","16822.64"
"11/04/2024 10:00 - 11/04/2024 11:00","Norway (NO)","17157.10","16840.64"
"11/04/2024 11:00 - 11/04/2024 12:00","Norway (NO)","16628.28","16993.27"
"11/04/2024 12:00 - 11/04/2024 13:00","Norway (NO)","16478.05","16414.32"
"11/04/2024 13:00 - 11/04/2024 14:00","Norway (NO)","16197.58","16266.87"
"11/04/2024 14:00 - 11/04/2024 15:00","Norway (NO)","15809.34","16113.60"
"11/04/2024 15:00 - 11/04/2024 16:00","Norway (NO)","15700.54","15777.01"
"11/04/2024 16:00 - 11/04/2024 17:00","Norway (NO)","15651.74","15693.65"
"11/04/2024 17:00 - 11/04/2024 18:00","Norway (NO)","15334.31","15627.25"
"11/04/2024 18:00 - 11/04/2024 19:00","Norway (NO)","15287.03","15345.36"
"11/04/2024 19:00 - 11/04/2024 20:00","Norway (NO)","15123.57","15285.77"
"11/04/2024 20:00 - 11/04/2024 21:00","Norway (NO)","15624.06","15154.70"
"11/04/2024 21:00 - 11/04/2024 22:00","Norway (NO)","15818.39","15465.51"
"11/04/2024 22:00 - 11/04/2024 23:00","Norway (NO)","15385.73","15480.65"
"11/04/2024 23:00 - 12/04/2024 00:00","Norway (NO)","14788.38","14860.44"
"12/04/2024 00:00 - 12/04/2024 01:00","Norway (NO)","14607.79","14452.44"
"12/04/2024 01:00 - 12/04/2024 02:00","Norway (NO)","14106.82","14437.72"
"12/04/2024 02:00 - 12/04/2024 03:00","Norway (NO)","13725.59","14112.26"
"12/04/2024 03:00 - 12/04/2024 04:00","Norway (NO)","13748.14","13699.33"
"12/04/2024 04:00 - 12/04/2024 05:00","Norway (NO)","13895.98","13845.40"
"12/04/2024 05:00 - 12/04/2024 06:00","Norway (NO)","14381.05","14321.04"
"12/04/2024 06:00 - 12/04/2024 07:00","Norway (NO)","15796.33","15188.65"
"12/04/2024 07:00 - 12/04/2024 08:00","Norway (NO)","16855.31","16678.58"
"12/04/2024 08:00 - 12/04/2024 09:00","Norway (NO)","16747.96","16982.26"
"12/04/2024 09:00 - 12/04/2024 10:00","Norway (NO)","16363.40","16564.44"
"12/04/2024 10:00 - 12/04/2024 11:00","Norway (NO)","16300.34","16292.92"
"12/04/2024 11:00 - 12/04/2024 12:00","Norway (NO)","16210.85","16135.16"
"12/04/2024 12:00 - 12/04/2024 13:00","Norway (NO)","15870.28","16151.60"
"12/04/2024 13:00 - 12/04/2024 14:00","Norway (NO)","15924.96","15742.46"
"12/04/2024 14:00 - 12/04/2024 15:00","Norway (NO)","15903.11","15812.37"
"12/04/2024 15:00 - 12/04/2024 16:00","Norway (NO)","15356.22","15853.56"
"12/04/2024 16:00 - 12/04/2024 17:00","Norway (NO)","15356.96","15508.57"
"12/04/2024 17:00 - 12/04/2024 18:00","Norway (NO)","15433.86","15353.46"
"12/04/2024 18:00 - 12/04/2024 19:00","Norway (NO)","15479.44","15417.17"
"12/04/2024 19:00 - 12/04/2024 20:00","Norway (NO)","15287.81","15407.09"
"12/04/2024 20:00 - 12/04/2024 21:00","Norway (NO)","15131.60","15154.29"
"12/04/2024 21:00 - 12/04/2024 22:00","Norway (NO)","14879.61","14940.75"
"12/04/2024 22:00 - 12/04/2024 23:00","Norway (NO)","14799.44","14579.82"
"12/04/2024 23:00 - 13/04/2024 00:00","Norway (NO)","14384.02","14448.15"
"13/04/2024 00:00 - 13/04/2024 01:00","Norway (NO)","14074.10","14183.92"
"13/04/2024 01:00 - 13/04/2024 02:00","Norway (NO)","13525.23","14011.61"
"13/04/2024 02:00 - 13/04/2024 03:00","Norway (NO)","13830.53","13714.62"
"13/04/2024 03:00 - 13/04/2024 04:00","Norway (NO)","13535.55","13735.95"
"13/04/2024 04:00 - 13/04/2024 05:00","Norway (NO)","13295.28","13569.48"
"13/04/2024 05:00 - 13/04/2024 06:00","Norway (NO)","13464.84","13517.35"
"13/04/2024 06:00 - 13/04/2024 07:00","Norway (NO)","13552.09","13757.97"
"13/04/2024 07:00 - 13/04/2024 08:00","Norway (NO)","13896.53","14008.04"
"13/04/2024 08:00 - 13/04/2024 09:00","Norway (NO)","14649.93","14290.21"
"13/04/2024 09:00 - 13/04/2024 10:00","Norway (NO)","14809.48","15178.90"
"13/04/2024 10:00 - 13/04/2024 11:00","Norway (NO)","14980.24","15005.72"
"13/04/2024 11:00 - 13/04/2024 12:00","Norway (NO)","14805.41","14891.14"
"13/04/2024 12:00 - 13/04/2024 13:00","Norway (NO)","14871.66","14719.22"
"13/04/2024 13:00 - 13/04/2024 14:00","Norway (NO)","14886.84","14798.29"
"13/04/2024 14:00 - 13/04/2024 15:00","Norway (NO)","14475.83","14810.51"
"13/04/2024 15:00 - 13/04/2024 16:00","Norway (NO)","14389.00","14537.97"
"13/04/2024 16:00 - 13/04/2024 17:00","Norway (NO)","14395.39","14572.54"
"13/04/2024 17:00 - 13/04/2024 18:00","Norway (NO)","14469.60","14592.44"
"13/04/2024 18:00 - 13/04/2024 19:00","Norway (NO)","14234.04","14724.46"
"13/04/2024 19:00 - 13/04/2024 20:00","Norway (NO)","14510.37","14302.44"
"13/04/2024 20:00 - 13/04/2024 21:00","Norway (NO)","14388.90","14383.99"
"13/04/2024 21:00 - 13/04/2024 22:00","Norway (NO)","14209.34","14177.16"
"13/04/2024 22:00 - 13/04/2024 23:00","Norway (NO)","14228.22","14028.99"
"13/04/2024 23:00 - 14/04/2024 00:00","Norway (NO)","13993.15","13932.01"
"14/04/2024 00:00 - 14/04/2024 01:00","Norway (NO)","13734.69","13783.99"
"14/04/2024 01:00 - 14/04/2024 02:00","Norway (NO)","13373.45","13806.38"
"14/04/2024 02:00 - 14/04/2024 03:00","Norway (NO)","13143.81","13607.19"
"14/04/2024 03:00 - 14/04/2024 04:00","Norway (NO)","13121.37","13196.51"
"14/04/2024 04:00 - 14/04/2024 05:00","Norway (NO)","13223.89","13225.27"
"14/04/2024 05:00 - 14/04/2024 06:00","Norway (NO)","13649.41","13342.88"
"14/04/2024 06:00 - 14/04/2024 07:00","Norway (NO)","13819.93","13785.18"
"14/04/2024 07:00 - 14/04/2024 08:00","Norway (NO)","14129.31","13985.35"
"14/04/2024 08:00 - 14/04/2024 09:00","Norway (NO)","14376.56","14473.27"
"14/04/2024 09:00 - 14/04/2024 10:00","Norway (NO)","14675.47","14556.39"
"14/04/2024 10:00 - 14/04/2024 11:00","Norway (NO)","14644.17","14906.87"
"14/04/2024 11:00 - 14/04/2024 12:00","Norway (NO)","14639.35","14633.66"
"14/04/2024 12:00 - 14/04/2024 13:00","Norway (NO)","14726.72","14514.62"
"14/04/2024 13:00 - 14/04/2024 14:00","Norway (NO)","14643.35","14667.11"
"14/04/2024 14:00 - 14/04/2024 15:00","Norway (NO)","14579.15","14643.08"
"14/04/2024 15:00 - 14/04/2024 16:00","Norway (NO)","14401.36","14603.71"
"14/04/2024 16:00 - 14/04/2024 17:00","Norway (NO)","14183.76","14465.17"
"14/04/2024 17:00 - 14/04/2024 18:00","Norway (NO)","14273.03","14301.43"
"14/04/2024 18:00 - 14/04/2024 19:00","Norway (NO)","14239.19","14440.96"
"14/04/2024 19:00 - 14/04/2024 20:00","Norway (NO)","14737.89","14454.18"
"14/04/2024 20:00 - 14/04/2024 21:00","Norway (NO)","15080.60","14958.63"
"14/04/2024 21:00 - 14/04/2024 22:00","Norway (NO)","15289.45","15012.33"
"14/04/2024 22:00 - 14/04/2024 23:00","Norway (NO)","15146.47","15081.80"
"14/04/2024 23:00 - 15/04/2024 00:00","Norway (NO)","14783.20","14698.11"
"15/04/2024 00:00 - 15/04/2024 01:00","Norway (NO)","14578.92","14549.08"
"15/04/2024 01:00 - 15/04/2024 02:00","Norway (NO)","14271.02","14477.02"
"15/04/2024 02:00 - 15/04/2024 03:00","Norway (NO)","14155.29","14318.45"
"15/04/2024 03:00 - 15/04/2024 04:00","Norway (NO)","14195.67","14105.32"
"15/04/2024 04:00 - 15/04/2024 05:00","Norway (NO)","14459.55","14340.13"
"15/04/2024 05:00 - 15/04/2024 06:00","Norway (NO)","14885.73","14829.83"
"15/04/2024 06:00 - 15/04/2024 07:00","Norway (NO)","16055.99","15752.10"
"15/04/2024 07:00 - 15/04/2024 08:00","Norway (NO)","17279.48","16972.86"
"15/04/2024 08:00 - 15/04/2024 09:00","Norway (NO)","17215.34","17265.91"
"15/04/2024 09:00 - 15/04/2024 10:00","Norway (NO)","16885.58","16795.66"
"15/04/2024 10:00 - 15/04/2024 11:00","Norway (NO)","16500.64","16417.59"
"15/04/2024 11:00 - 15/04/2024 12:00","Norway (NO)","15975.60","16155.19"
"15/04/2024 12:00 - 15/04/2024 13:00","Norway (NO)","15945.53","15711.31"
"15/04/2024 13:00 - 15/04/2024 14:00","Norway (NO)","16135.10","15739.20"
"15/04/2024 14:00 - 15/04/2024 15:00","Norway (NO)","15915.03","15942.00"
"15/04/2024 15:00 - 15/04/2024 16:00","Norway (NO)","15658.25","15887.27"
"15/04/2024 16:00 - 15/04/2024 17:00","Norway (NO)","15740.55","15742.68"
"15/04/2024 17:00 - 15/04/2024 18:00","Norway (NO)","15703.33","15723.25"
"15/04/2024 18:00 - 15/04/2024 19:00","Norway (NO)","15579.25","15701.09"
"15/04/2024 19:00 - 15/04/2024 20:00","Norway (NO)","15662.19","15645.76"
"15/04/2024 20:00 - 15/04/2024 21:00","Norway (NO)","15803.01","15748.75"
"15/04/2024 21:00 - 15/04/2024 22:00","Norway (NO)","15943.74","15809.87"
"15/04/2024 22:00 - 15/04/2024 23:00","Norway (NO)","15881.76","15729.82"
"15/04/2024 23:00 - 16/04/2024 00:00","Norway (NO)","15406.85","15458.83"
"16/04/2024 00:00 - 16/04/2024 01:00","Norway (NO)","14937.45","14925.13"
"16/04/2024 01:00 - 16/04/2024 02:00","Norway (NO)","14721.38","15034.33"
"16/04/2024 02:00 - 16/04/2024 03:00","Norway (NO)","14719.26","14832.76"
"16/04/2024 03:00 - 16/04/2024 04:00","Norway (NO)","14811.05","14734.13"
"16/04/2024 04:00 - 16/04/2024 05:00","Norway (NO)","14783.58","14889.85"
"16/04/2024 05:00 - 16/04/2024 06:00","Norway (NO)","15289.14","15096.03"
"16/04/2024 06:00 - 16/04/2024 07:00","Norway (NO)","16313.93","16240.72"
"16/04/2024 07:00 - 16/04/2024 08:00","Norway (NO)","17275.12","17223.46"
"16/04/2024 08:00 - 16/04/2024 09:00","Norway (NO)","17079.49","17384.19"
"16/04/2024 09:00 - 16/04/2024 10:00","Norway (NO)","16723.96","16663.75"
"16/04/2024 10:00 - 16/04/2024 11:00","Norway (NO)","16075.85","16453.22"
"16/04/2024 11:00 - 16/04/2024 12:00","Norway (NO)","16239.38","15679.14"
"16/04/2024 12:00 - 16/04/2024 13:00","Norway (NO)","15937.63","15644.17"
"16/04/2024 13:00 - 16/04/2024 14:00","Norway (NO)","15830.87","15528.72"
"16/04/2024 14:00 - 16/04/2024 15:00","Norway (NO)","15503.01","15357.81"
"16/04/2024 15:00 - 16/04/2024 16:00","Norway (NO)","15518.67","15527.57"
"16/04/2024 16:00 - 16/04/2024 17:00","Norway (NO)","15374.49","15600.94"
"16/04/2024 17:00 - 16/04/2024 18:00","Norway (NO)","15479.82","15337.06"
"16/04/2024 18:00 - 16/04/2024 19:00","Norway (NO)","15197.90","15374.62"
"16/04/2024 19:00 - 16/04/2024 20:00","Norway (NO)","15401.58","15356.27"
"16/04/2024 20:00 - 16/04/2024 21:00","Norway (NO)","15671.80","15455.75"
"16/04/2024 21:00 - 16/04/2024 22:00","Norway (NO)","15941.15","15667.17"
"16/04/2024 22:00 - 16/04/2024 23:00","Norway (NO)","15973.81","15647.30"
"16/04/2024 23:00 - 17/04/2024 00:00","Norway (NO)","15489.14","15484.04"
"17/04/2024 00:00 - 17/04/2024 01:00","Norway (NO)","15041.74","15067.74"
"17/04/2024 01:00 - 17/04/2024 02:00","Norway (NO)","14857.35","15036.52"
"17/04/2024 02:00 - 17/04/2024 03:00","Norway (NO)","14876.19","14856.77"
"17/04/2024 03:00 - 17/04/2024 04:00","Norway (NO)","14826.19","14799.49"
"17/04/2024 04:00 - 17/04/2024 05:00","Norway (NO)","14860.76","14841.16"
"17/04/2024 05:00 - 17/04/2024 06:00","Norway (NO)","15236.37","15151.49"
"17/04/2024 06:00 - 17/04/2024 07:00","Norway (NO)","16209.31","16256.53"
"17/04/2024 07:00 - 17/04/2024 08:00","Norway (NO)","17259.44","17072.70"
"17/04/2024 08:00 - 17/04/2024 09:00","Norway (NO)","17359.15","17273.77"
"17/04/2024 09:00 - 17/04/2024 10:00","Norway (NO)","16641.82","17009.26"
"17/04/2024 10:00 - 17/04/2024 11:00","Norway (NO)","16331.53","16241.75"
"17/04/2024 11:00 - 17/04/2024 12:00","Norway (NO)","16055.98","16026.77"
"17/04/2024 12:00 - 17/04/2024 13:00","Norway (NO)","15932.78","15880.64"
"17/04/2024 13:00 - 17/04/2024 14:00","Norway (NO)","15697.39","15678.99"
"17/04/2024 14:00 - 17/04/2024 15:00","Norway (NO)","15708.81","15570.01"
"17/04/2024 15:00 - 17/04/2024 16:00","Norway (NO)","15613.51","15754.58"
"17/04/2024 16:00 - 17/04/2024 17:00","Norway (NO)","15729.05","15631.32"
"17/04/2024 17:00 - 17/04/2024 18:00","Norway (NO)","15564.52","15694.13"
"17/04/2024 18:00 - 17/04/2024 19:00","Norway (NO)","15612.89","15509.20"
"17/04/2024 19:00 - 17/04/2024 20:00","Norway (NO)","15681.61","15650.95"
"17/04/2024 20:00 - 17/04/2024 21:00","Norway (NO)","16004.27","15773.59"
"17/04/2024 21:00 - 17/04/2024 22:00","Norway (NO)","16346.93","16000.16"
"17/04/2024 22:00 - 17/04/2024 23:00","Norway (NO)","16270.93","15973.36"
"17/04/2024 23:00 - 18/04/2024 00:00","Norway (NO)","15697.14","15726.85"
"18/04/2024 00:00 - 18/04/2024 01:00","Norway (NO)","14972.60","15323.21"
"18/04/2024 01:00 - 18/04/2024 02:00","Norway (NO)","14714.72","15180.54"
"18/04/2024 02:00 - 18/04/2024 03:00","Norway (NO)","14744.71","14876.23"
"18/04/2024 03:00 - 18/04/2024 04:00","Norway (NO)","14819.93","14624.89"
"18/04/2024 04:00 - 18/04/2024 05:00","Norway (NO)","14981.36","14838.31"
"18/04/2024 05:00 - 18/04/2024 06:00","Norway (NO)","15300.82","15351.94"
"18/04/2024 06:00 - 18/04/2024 07:00","Norway (NO)","16234.66","16122.68"
"18/04/2024 07:00 - 18/04/2024 08:00","Norway (NO)","17377.09","17136.54"
"18/04/2024 08:00 - 18/04/2024 09:00","Norway (NO)","17365.03","17537.00"
"18/04/2024 09:00 - 18/04/2024 10:00","Norway (NO)","16783.56","16986.49"
"18/04/2024 10:00 - 18/04/2024 11:00","Norway (NO)","16259.54","16380.48"
"18/04/2024 11:00 - 18/04/2024 12:00","Norway (NO)","16156.11","16622.59"
"18/04/2024 12:00 - 18/04/2024 13:00","Norway (NO)","16202.91","17257.58"
"18/04/2024 13:00 - 18/04/2024 14:00","Norway (NO)","15839.96","17414.04"
"18/04/2024 14:00 - 18/04/2024 15:00","Norway (NO)","15634.26","16431.08"
"18/04/2024 15:00 - 18/04/2024 16:00","Norway (NO)","15797.57","16473.96"
"18/04/2024 16:00 - 18/04/2024 17:00","Norway (NO)","15891.19","16494.05"
"18/04/2024 17:00 - 18/04/2024 18:00","Norway (NO)","16122.06","16033.76"
"18/04/2024 18:00 - 18/04/2024 19:00","Norway (NO)","16226.49","16082.72"
"18/04/2024 19:00 - 18/04/2024 20:00","Norway (NO)","16282.35","16179.73"
"18/04/2024 20:00 - 18/04/2024 21:00","Norway (NO)","16422.01","16338.67"
"18/04/2024 21:00 - 18/04/2024 22:00","Norway (NO)","16584.56","16359.96"
"18/04/2024 22:00 - 18/04/2024 23:00","Norway (NO)","16156.99","16255.70"
"18/04/2024 23:00 - 19/04/2024 00:00","Norway (NO)","15821.09","15640.19"
"19/04/2024 00:00 - 19/04/2024 01:00","Norway (NO)","15268.51","15408.91"
"19/04/2024 01:00 - 19/04/2024 02:00","Norway (NO)","14871.41","15237.44"
"19/04/2024 02:00 - 19/04/2024 03:00","Norway (NO)","14772.99","14932.97"
"19/04/2024 03:00 - 19/04/2024 04:00","Norway (NO)","14791.75","14733.52"
"19/04/2024 04:00 - 19/04/2024 05:00","Norway (NO)","14894.74","14867.99"
"19/04/2024 05:00 - 19/04/2024 06:00","Norway (NO)","15190.55","15236.92"
"19/04/2024 06:00 - 19/04/2024 07:00","Norway (NO)","16197.72","16194.37"
"19/04/2024 07:00 - 19/04/2024 08:00","Norway (NO)","17247.58","17174.37"
"19/04/2024 08:00 - 19/04/2024 09:00","Norway (NO)","17569.59","17334.66"
"19/04/2024 09:00 - 19/04/2024 10:00","Norway (NO)","17137.35","17185.51"
"19/04/2024 10:00 - 19/04/2024 11:00","Norway (NO)","16890.75","16837.03"
"19/04/2024 11:00 - 19/04/2024 12:00","Norway (NO)","16597.30","16597.00"
"19/04/2024 12:00 - 19/04/2024 13:00","Norway (NO)","16638.07","16395.23"
"19/04/2024 13:00 - 19/04/2024 14:00","Norway (NO)","16612.68","16378.17"
"19/04/2024 14:00 - 19/04/2024 15:00","Norway (NO)","16639.27","16400.69"
"19/04/2024 15:00 - 19/04/2024 16:00","Norway (NO)","16660.10","16448.28"
"19/04/2024 16:00 - 19/04/2024 17:00","Norway (NO)","16559.54","16594.82"
"19/04/2024 17:00 - 19/04/2024 18:00","Norway (NO)","16527.18","16506.85"
"19/04/2024 18:00 - 19/04/2024 19:00","Norway (NO)","16470.04","16468.89"
"19/04/2024 19:00 - 19/04/2024 20:00","Norway (NO)","16331.76","16309.13"
"19/04/2024 20:00 - 19/04/2024 21:00","Norway (NO)","16343.60","16130.55"
"19/04/2024 21:00 - 19/04/2024 22:00","Norway (NO)","16414.34","16142.88"
"19/04/2024 22:00 - 19/04/2024 23:00","Norway (NO)","16157.04","16025.69"
"19/04/2024 23:00 - 20/04/2024 00:00","Norway (NO)","15691.98","15755.79"
"20/04/2024 00:00 - 20/04/2024 01:00","Norway (NO)","15326.49","15369.41"
"20/04/2024 01:00 - 20/04/2024 02:00","Norway (NO)","15229.38","15259.83"
"20/04/2024 02:00 - 20/04/2024 03:00","Norway (NO)","15234.13","15116.88"
"20/04/2024 03:00 - 20/04/2024 04:00","Norway (NO)","15119.61","15088.03"
"20/04/2024 04:00 - 20/04/2024 05:00","Norway (NO)","15029.63","15008.39"
"20/04/2024 05:00 - 20/04/2024 06:00","Norway (NO)","15075.83","14961.09"
"20/04/2024 06:00 - 20/04/2024 07:00","Norway (NO)","15279.52","15224.44"
"20/04/2024 07:00 - 20/04/2024 08:00","Norway (NO)","15380.73","15564.04"
"20/04/2024 08:00 - 20/04/2024 09:00","Norway (NO)","15746.40","15739.27"
"20/04/2024 09:00 - 20/04/2024 10:00","Norway (NO)","15836.45","15957.98"
"20/04/2024 10:00 - 20/04/2024 11:00","Norway (NO)","16073.48","15884.86"
"20/04/2024 11:00 - 20/04/2024 12:00","Norway (NO)","15675.95","15875.59"
"20/04/2024 12:00 - 20/04/2024 13:00","Norway (NO)","15564.47","15523.53"
"20/04/2024 13:00 - 20/04/2024 14:00","Norway (NO)","15277.90","15488.79"
"20/04/2024 14:00 - 20/04/2024 15:00","Norway (NO)","15139.11","15139.71"
"20/04/2024 15:00 - 20/04/2024 16:00","Norway (NO)","15014.75","15087.11"
"20/04/2024 16:00 - 20/04/2024 17:00","Norway (NO)","15024.11","15058.99"
