"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"15/02/2024 09:30 - 15/02/2024 09:45","Finland (FI)","11288.00","12006.40"
"15/02/2024 09:45 - 15/02/2024 10:00","Finland (FI)","11265.00","12007.00"
"15/02/2024 10:00 - 15/02/2024 10:15","Finland (FI)","11253.00","12006.00"
"15/02/2024 10:15 - 15/02/2024 10:30","Finland (FI)","11232.00","12007.70"
"15/02/2024 10:30 - 15/02/2024 10:45","Finland (FI)","11236.00","12009.40"
"15/02/2024 10:45 - 15/02/2024 11:00","Finland (FI)","11321.00","12017.40"
"15/02/2024 11:00 - 15/02/2024 11:15","Finland (FI)","11339.00","12037.80"
"15/02/2024 11:15 - 15/02/2024 11:30","Finland (FI)","11334.00","12040.40"
"15/02/2024 11:30 - 15/02/2024 11:45","Finland (FI)","11307.00","12033.00"
"15/02/2024 11:45 - 15/02/2024 12:00","Finland (FI)","11276.00","12014.90"
"15/02/2024 12:00 - 15/02/2024 12:15","Finland (FI)","11223.00","11978.20"
"15/02/2024 12:15 - 15/02/2024 12:30","Finland (FI)","11218.00","11955.30"
"15/02/2024 12:30 - 15/02/2024 12:45","Finland (FI)","11170.00","11939.30"
"15/02/2024 12:45 - 15/02/2024 13:00","Finland (FI)","11128.00","11925.30"
"15/02/2024 13:00 - 15/02/2024 13:15","Finland (FI)","11106.00","11917.40"
"15/02/2024 13:15 - 15/02/2024 13:30","Finland (FI)","11095.00","11903.60"
"15/02/2024 13:30 - 15/02/2024 13:45","Finland (FI)","11089.00","11887.30"
"15/02/2024 13:45 - 15/02/2024 14:00","Finland (FI)","11040.00","11866.50"
"15/02/2024 14:00 - 15/02/2024 14:15","Finland (FI)","10951.00","11836.90"
"15/02/2024 14:15 - 15/02/2024 14:30","Finland (FI)","10957.00","11818.30"
"15/02/2024 14:30 - 15/02/2024 14:45","Finland (FI)","10899.00","11808.70"
"15/02/2024 14:45 - 15/02/2024 15:00","Finland (FI)","10844.00","11796.60"
"15/02/2024 15:00 - 15/02/2024 15:15","Finland (FI)","10700.00","11778.20"
"15/02/2024 15:15 - 15/02/2024 15:30","Finland (FI)","10716.00","11779.80"
"15/02/2024 15:30 - 15/02/2024 15:45","Finland (FI)","10725.00","11792.40"
"15/02/2024 15:45 - 15/02/2024 16:00","Finland (FI)","10747.00","11825.20"
"15/02/2024 16:00 - 15/02/2024 16:15","Finland (FI)","10818.00","11891.40"
"15/02/2024 16:15 - 15/02/2024 16:30","Finland (FI)","10906.00","11928.80"
"15/02/2024 16:30 - 15/02/2024 16:45","Finland (FI)","10993.00","11935.20"
"15/02/2024 16:45 - 15/02/2024 17:00","Finland (FI)","11052.00","11952.90"
"15/02/2024 17:00 - 15/02/2024 17:15","Finland (FI)","11031.00","11962.80"
"15/02/2024 17:15 - 15/02/2024 17:30","Finland (FI)","11027.00","11971.10"
"15/02/2024 17:30 - 15/02/2024 17:45","Finland (FI)","11058.00","11975.30"
"15/02/2024 17:45 - 15/02/2024 18:00","Finland (FI)","11044.00","11978.70"
"15/02/2024 18:00 - 15/02/2024 18:15","Finland (FI)","10961.00","11985.20"
"15/02/2024 18:15 - 15/02/2024 18:30","Finland (FI)","10925.00","11976.00"
"15/02/2024 18:30 - 15/02/2024 18:45","Finland (FI)","10914.00","11951.90"
"15/02/2024 18:45 - 15/02/2024 19:00","Finland (FI)","10866.00","11928.10"
"15/02/2024 19:00 - 15/02/2024 19:15","Finland (FI)","10862.00","11910.90"
"15/02/2024 19:15 - 15/02/2024 19:30","Finland (FI)","10815.00","11859.50"
"15/02/2024 19:30 - 15/02/2024 19:45","Finland (FI)","10734.00","11795.50"
"15/02/2024 19:45 - 15/02/2024 20:00","Finland (FI)","10629.00","11672.90"
"15/02/2024 20:00 - 15/02/2024 20:15","Finland (FI)","10528.00","11446.60"
"15/02/2024 20:15 - 15/02/2024 20:30","Finland (FI)","10434.00","11342.50"
"15/02/2024 20:30 - 15/02/2024 20:45","Finland (FI)","10328.00","11303.30"
"15/02/2024 20:45 - 15/02/2024 21:00","Finland (FI)","10218.00","11332.70"
"15/02/2024 21:00 - 15/02/2024 21:15","Finland (FI)","10354.00","11490.40"
"15/02/2024 21:15 - 15/02/2024 21:30","Finland (FI)","10474.00","11534.50"
"15/02/2024 21:30 - 15/02/2024 21:45","Finland (FI)","10494.00","11515.10"
"15/02/2024 21:45 - 15/02/2024 22:00","Finland (FI)","10453.00","11474.00"
"15/02/2024 22:00 - 15/02/2024 22:15","Finland (FI)","10417.00","11382.00"
"15/02/2024 22:15 - 15/02/2024 22:30","Finland (FI)","10269.00","11313.70"
"15/02/2024 22:30 - 15/02/2024 22:45","Finland (FI)","10133.00","11260.70"
"15/02/2024 22:45 - 15/02/2024 23:00","Finland (FI)","9997.90","11182.30"
"15/02/2024 23:00 - 15/02/2024 23:15","Finland (FI)","9961.80","11066.40"
"15/02/2024 23:15 - 15/02/2024 23:30","Finland (FI)","9919.20","11001.60"
"15/02/2024 23:30 - 15/02/2024 23:45","Finland (FI)","9838.70","10971.30"
"15/02/2024 23:45 - 16/02/2024 00:00","Finland (FI)","9749.70","10953.40"
"16/02/2024 00:00 - 16/02/2024 00:15","Finland (FI)","9736.00","9818.50"
"16/02/2024 00:15 - 16/02/2024 00:30","Finland (FI)","9685.40","9812.60"
"16/02/2024 00:30 - 16/02/2024 00:45","Finland (FI)","9629.50","9804.10"
"16/02/2024 00:45 - 16/02/2024 01:00","Finland (FI)","9584.60","9780.00"
"16/02/2024 01:00 - 16/02/2024 01:15","Finland (FI)","9572.00","9730.90"
"16/02/2024 01:15 - 16/02/2024 01:30","Finland (FI)","9529.20","9707.90"
"16/02/2024 01:30 - 16/02/2024 01:45","Finland (FI)","9501.90","9700.30"
"16/02/2024 01:45 - 16/02/2024 02:00","Finland (FI)","9491.40","9699.70"
"16/02/2024 02:00 - 16/02/2024 02:15","Finland (FI)","9488.60","9712.40"
"16/02/2024 02:15 - 16/02/2024 02:30","Finland (FI)","9441.60","9721.30"
"16/02/2024 02:30 - 16/02/2024 02:45","Finland (FI)","9432.40","9733.00"
"16/02/2024 02:45 - 16/02/2024 03:00","Finland (FI)","9451.00","9738.10"
"16/02/2024 03:00 - 16/02/2024 03:15","Finland (FI)","9472.80","9725.50"
"16/02/2024 03:15 - 16/02/2024 03:30","Finland (FI)","9512.40","9749.60"
"16/02/2024 03:30 - 16/02/2024 03:45","Finland (FI)","9533.90","9801.10"
"16/02/2024 03:45 - 16/02/2024 04:00","Finland (FI)","9562.30","9862.20"
"16/02/2024 04:00 - 16/02/2024 04:15","Finland (FI)","9701.50","9932.90"
"16/02/2024 04:15 - 16/02/2024 04:30","Finland (FI)","9772.60","10030.90"
"16/02/2024 04:30 - 16/02/2024 04:45","Finland (FI)","9856.10","10150.60"
"16/02/2024 04:45 - 16/02/2024 05:00","Finland (FI)","9979.40","10313.20"
"16/02/2024 05:00 - 16/02/2024 05:15","Finland (FI)","10152.00","10559.70"
"16/02/2024 05:15 - 16/02/2024 05:30","Finland (FI)","10302.00","10722.40"
"16/02/2024 05:30 - 16/02/2024 05:45","Finland (FI)","10438.00","10834.50"
"16/02/2024 05:45 - 16/02/2024 06:00","Finland (FI)","10593.00","10931.00"
"16/02/2024 06:00 - 16/02/2024 06:15","Finland (FI)","10661.00","10996.20"
"16/02/2024 06:15 - 16/02/2024 06:30","Finland (FI)","10773.00","11057.90"
"16/02/2024 06:30 - 16/02/2024 06:45","Finland (FI)","10818.00","11113.90"
"16/02/2024 06:45 - 16/02/2024 07:00","Finland (FI)","10769.00","11145.00"
"16/02/2024 07:00 - 16/02/2024 07:15","Finland (FI)","10760.00","11143.90"
"16/02/2024 07:15 - 16/02/2024 07:30","Finland (FI)","10817.00","11159.30"
"16/02/2024 07:30 - 16/02/2024 07:45","Finland (FI)","10886.00","11181.20"
"16/02/2024 07:45 - 16/02/2024 08:00","Finland (FI)","10930.00","11200.80"
"16/02/2024 08:00 - 16/02/2024 08:15","Finland (FI)","10965.00","11223.40"
"16/02/2024 08:15 - 16/02/2024 08:30","Finland (FI)","10971.00","11236.10"
"16/02/2024 08:30 - 16/02/2024 08:45","Finland (FI)","11022.00","11244.10"
"16/02/2024 08:45 - 16/02/2024 09:00","Finland (FI)","11033.00","11239.60"
"16/02/2024 09:00 - 16/02/2024 09:15","Finland (FI)","11025.00","11213.20"
"16/02/2024 09:15 - 16/02/2024 09:30","Finland (FI)","11002.00","11209.70"
"16/02/2024 09:30 - 16/02/2024 09:45","Finland (FI)","11047.00","11218.20"
"16/02/2024 09:45 - 16/02/2024 10:00","Finland (FI)","11067.00","11237.10"
"16/02/2024 10:00 - 16/02/2024 10:15","Finland (FI)","11102.00","11276.00"
"16/02/2024 10:15 - 16/02/2024 10:30","Finland (FI)","11087.00","11297.70"
"16/02/2024 10:30 - 16/02/2024 10:45","Finland (FI)","11112.00","11308.70"
"16/02/2024 10:45 - 16/02/2024 11:00","Finland (FI)","11120.00","11319.60"
"16/02/2024 11:00 - 16/02/2024 11:15","Finland (FI)","11106.00","11329.00"
"16/02/2024 11:15 - 16/02/2024 11:30","Finland (FI)","11061.00","11332.20"
"16/02/2024 11:30 - 16/02/2024 11:45","Finland (FI)","11098.00","11330.90"
"16/02/2024 11:45 - 16/02/2024 12:00","Finland (FI)","11066.00","11322.90"
"16/02/2024 12:00 - 16/02/2024 12:15","Finland (FI)","11042.00","11305.70"
"16/02/2024 12:15 - 16/02/2024 12:30","Finland (FI)","11020.00","11292.10"
"16/02/2024 12:30 - 16/02/2024 12:45","Finland (FI)","10976.00","11280.10"
"16/02/2024 12:45 - 16/02/2024 13:00","Finland (FI)","10942.00","11265.00"
"16/02/2024 13:00 - 16/02/2024 13:15","Finland (FI)","10943.00","11246.90"
"16/02/2024 13:15 - 16/02/2024 13:30","Finland (FI)","10949.00","11230.60"
"16/02/2024 13:30 - 16/02/2024 13:45","Finland (FI)","10946.00","11216.50"
"16/02/2024 13:45 - 16/02/2024 14:00","Finland (FI)","10895.00","11198.90"
"16/02/2024 14:00 - 16/02/2024 14:15","Finland (FI)","10866.00","11175.20"
"16/02/2024 14:15 - 16/02/2024 14:30","Finland (FI)","10838.00","11161.90"
"16/02/2024 14:30 - 16/02/2024 14:45","Finland (FI)","10820.00","11157.10"
"16/02/2024 14:45 - 16/02/2024 15:00","Finland (FI)","10806.00","11151.90"
"16/02/2024 15:00 - 16/02/2024 15:15","Finland (FI)","10740.00","11143.80"
"16/02/2024 15:15 - 16/02/2024 15:30","Finland (FI)","10727.00","11151.90"
"16/02/2024 15:30 - 16/02/2024 15:45","Finland (FI)","10722.00","11168.30"
"16/02/2024 15:45 - 16/02/2024 16:00","Finland (FI)","10817.00","11205.00"
"16/02/2024 16:00 - 16/02/2024 16:15","Finland (FI)","10953.00","11275.60"
"16/02/2024 16:15 - 16/02/2024 16:30","Finland (FI)","11062.00","11313.70"
"16/02/2024 16:30 - 16/02/2024 16:45","Finland (FI)","11137.00","11335.70"
"16/02/2024 16:45 - 16/02/2024 17:00","Finland (FI)","11167.00","11349.70"
"16/02/2024 17:00 - 16/02/2024 17:15","Finland (FI)","11136.00","11356.00"
"16/02/2024 17:15 - 16/02/2024 17:30","Finland (FI)","11145.00","11355.80"
"16/02/2024 17:30 - 16/02/2024 17:45","Finland (FI)","11175.00","11348.70"
"16/02/2024 17:45 - 16/02/2024 18:00","Finland (FI)","11155.00","11335.20"
"16/02/2024 18:00 - 16/02/2024 18:15","Finland (FI)","11111.00","11316.30"
"16/02/2024 18:15 - 16/02/2024 18:30","Finland (FI)","11107.00","11288.00"
"16/02/2024 18:30 - 16/02/2024 18:45","Finland (FI)","11066.00","11249.50"
"16/02/2024 18:45 - 16/02/2024 19:00","Finland (FI)","11012.00","11208.20"
"16/02/2024 19:00 - 16/02/2024 19:15","Finland (FI)","10924.00","11168.70"
"16/02/2024 19:15 - 16/02/2024 19:30","Finland (FI)","10854.00","11105.10"
"16/02/2024 19:30 - 16/02/2024 19:45","Finland (FI)","10762.00","11033.70"
"16/02/2024 19:45 - 16/02/2024 20:00","Finland (FI)","10661.00","10915.30"
"16/02/2024 20:00 - 16/02/2024 20:15","Finland (FI)","10549.00","10714.20"
"16/02/2024 20:15 - 16/02/2024 20:30","Finland (FI)","10450.00","10612.60"
"16/02/2024 20:30 - 16/02/2024 20:45","Finland (FI)","10346.00","10565.80"
"16/02/2024 20:45 - 16/02/2024 21:00","Finland (FI)","10253.00","10570.80"
"16/02/2024 21:00 - 16/02/2024 21:15","Finland (FI)","10348.00","10671.10"
"16/02/2024 21:15 - 16/02/2024 21:30","Finland (FI)","10465.00","10695.80"
"16/02/2024 21:30 - 16/02/2024 21:45","Finland (FI)","10465.00","10672.50"
"16/02/2024 21:45 - 16/02/2024 22:00","Finland (FI)","10417.00","10661.00"
"16/02/2024 22:00 - 16/02/2024 22:15","Finland (FI)","10373.00","10663.20"
"16/02/2024 22:15 - 16/02/2024 22:30","Finland (FI)","10249.00","10611.70"
"16/02/2024 22:30 - 16/02/2024 22:45","Finland (FI)","10117.00","10535.40"
"16/02/2024 22:45 - 16/02/2024 23:00","Finland (FI)","9968.90","10386.50"
"16/02/2024 23:00 - 16/02/2024 23:15","Finland (FI)","9869.10","10112.20"
"16/02/2024 23:15 - 16/02/2024 23:30","Finland (FI)","9804.00","9971.10"
"16/02/2024 23:30 - 16/02/2024 23:45","Finland (FI)","9721.40","9914.80"
"16/02/2024 23:45 - 17/02/2024 00:00","Finland (FI)","9602.60","9878.50"
"17/02/2024 00:00 - 17/02/2024 00:15","Finland (FI)","9579.30","9700.20"
"17/02/2024 00:15 - 17/02/2024 00:30","Finland (FI)","9530.00","9693.10"
"17/02/2024 00:30 - 17/02/2024 00:45","Finland (FI)","9472.60","9680.30"
"17/02/2024 00:45 - 17/02/2024 01:00","Finland (FI)","9397.50","9655.70"
"17/02/2024 01:00 - 17/02/2024 01:15","Finland (FI)","9413.10","9615.00"
"17/02/2024 01:15 - 17/02/2024 01:30","Finland (FI)","9355.10","9582.10"
"17/02/2024 01:30 - 17/02/2024 01:45","Finland (FI)","9316.00","9555.80"
"17/02/2024 01:45 - 17/02/2024 02:00","Finland (FI)","9279.60","9517.70"
"17/02/2024 02:00 - 17/02/2024 02:15","Finland (FI)","9292.40","9460.10"
"17/02/2024 02:15 - 17/02/2024 02:30","Finland (FI)","9263.50","9432.00"
"17/02/2024 02:30 - 17/02/2024 02:45","Finland (FI)","9232.30","9422.30"
"17/02/2024 02:45 - 17/02/2024 03:00","Finland (FI)","9243.60","9425.80"
"17/02/2024 03:00 - 17/02/2024 03:15","Finland (FI)","9281.10","9450.40"
"17/02/2024 03:15 - 17/02/2024 03:30","Finland (FI)","9243.80","9469.20"
"17/02/2024 03:30 - 17/02/2024 03:45","Finland (FI)","9245.80","9487.40"
"17/02/2024 03:45 - 17/02/2024 04:00","Finland (FI)","9245.70","9511.10"
"17/02/2024 04:00 - 17/02/2024 04:15","Finland (FI)","9326.90","9537.90"
"17/02/2024 04:15 - 17/02/2024 04:30","Finland (FI)","9300.40","9570.90"
"17/02/2024 04:30 - 17/02/2024 04:45","Finland (FI)","9334.10","9599.60"
"17/02/2024 04:45 - 17/02/2024 05:00","Finland (FI)","9371.60","9644.90"
"17/02/2024 05:00 - 17/02/2024 05:15","Finland (FI)","9543.00","9703.30"
"17/02/2024 05:15 - 17/02/2024 05:30","Finland (FI)","9665.70","9752.80"
"17/02/2024 05:30 - 17/02/2024 05:45","Finland (FI)","9744.80","9796.20"
"17/02/2024 05:45 - 17/02/2024 06:00","Finland (FI)","9744.30","9843.80"
"17/02/2024 06:00 - 17/02/2024 06:15","Finland (FI)","9856.40","9897.80"
"17/02/2024 06:15 - 17/02/2024 06:30","Finland (FI)","9949.80","9939.40"
"17/02/2024 06:30 - 17/02/2024 06:45","Finland (FI)","9984.20","9976.80"
"17/02/2024 06:45 - 17/02/2024 07:00","Finland (FI)","9996.20","9995.50"
"17/02/2024 07:00 - 17/02/2024 07:15","Finland (FI)","10092.00","9979.70"
"17/02/2024 07:15 - 17/02/2024 07:30","Finland (FI)","10123.00","10007.00"
"17/02/2024 07:30 - 17/02/2024 07:45","Finland (FI)","10154.00","10056.60"
"17/02/2024 07:45 - 17/02/2024 08:00","Finland (FI)","10235.00","10133.90"
"17/02/2024 08:00 - 17/02/2024 08:15","Finland (FI)","10445.00","10262.40"
"17/02/2024 08:15 - 17/02/2024 08:30","Finland (FI)","10461.00","10342.90"
"17/02/2024 08:30 - 17/02/2024 08:45","Finland (FI)","10517.00","10395.90"
"17/02/2024 08:45 - 17/02/2024 09:00","Finland (FI)","10540.00","10438.60"
"17/02/2024 09:00 - 17/02/2024 09:15","Finland (FI)","10662.00","10459.20"
"17/02/2024 09:15 - 17/02/2024 09:30","Finland (FI)","10686.00","10487.90"
"17/02/2024 09:30 - 17/02/2024 09:45","Finland (FI)","10793.00","10518.80"
"17/02/2024 09:45 - 17/02/2024 10:00","Finland (FI)","10845.00","10545.10"
"17/02/2024 10:00 - 17/02/2024 10:15","Finland (FI)","10943.00","10569.20"
"17/02/2024 10:15 - 17/02/2024 10:30","Finland (FI)","10945.00","10588.40"
"17/02/2024 10:30 - 17/02/2024 10:45","Finland (FI)","10936.00","10603.70"
"17/02/2024 10:45 - 17/02/2024 11:00","Finland (FI)","10996.00","10613.50"
"17/02/2024 11:00 - 17/02/2024 11:15","Finland (FI)","11022.00","10615.60"
"17/02/2024 11:15 - 17/02/2024 11:30","Finland (FI)","10994.00","10619.90"
"17/02/2024 11:30 - 17/02/2024 11:45","Finland (FI)","11065.00","10624.80"
"17/02/2024 11:45 - 17/02/2024 12:00","Finland (FI)","11066.00","10627.20"
"17/02/2024 12:00 - 17/02/2024 12:15","Finland (FI)","11036.00","10627.30"
"17/02/2024 12:15 - 17/02/2024 12:30","Finland (FI)","11051.00","10627.40"
"17/02/2024 12:30 - 17/02/2024 12:45","Finland (FI)","11057.00","10625.60"
"17/02/2024 12:45 - 17/02/2024 13:00","Finland (FI)","11131.00","10627.10"
"17/02/2024 13:00 - 17/02/2024 13:15","Finland (FI)","11214.00","10636.30"
"17/02/2024 13:15 - 17/02/2024 13:30","Finland (FI)","11241.00","10630.40"
"17/02/2024 13:30 - 17/02/2024 13:45","Finland (FI)","11217.00","10619.40"
"17/02/2024 13:45 - 17/02/2024 14:00","Finland (FI)","11253.00","10586.10"
"17/02/2024 14:00 - 17/02/2024 14:15","Finland (FI)","11308.00","10512.40"
"17/02/2024 14:15 - 17/02/2024 14:30","Finland (FI)","11289.00","10488.70"
"17/02/2024 14:30 - 17/02/2024 14:45","Finland (FI)","11296.00","10499.90"
"17/02/2024 14:45 - 17/02/2024 15:00","Finland (FI)","11308.00","10516.30"
"17/02/2024 15:00 - 17/02/2024 15:15","Finland (FI)","11296.00","10538.30"
"17/02/2024 15:15 - 17/02/2024 15:30","Finland (FI)","11300.00","10593.80"
"17/02/2024 15:30 - 17/02/2024 15:45","Finland (FI)","11360.00","10667.10"
"17/02/2024 15:45 - 17/02/2024 16:00","Finland (FI)","11395.00","10793.00"
"17/02/2024 16:00 - 17/02/2024 16:15","Finland (FI)","11453.00","11004.70"
"17/02/2024 16:15 - 17/02/2024 16:30","Finland (FI)","11572.00","11134.80"
"17/02/2024 16:30 - 17/02/2024 16:45","Finland (FI)","11746.00","11216.20"
"17/02/2024 16:45 - 17/02/2024 17:00","Finland (FI)","11839.00","11283.90"
"17/02/2024 17:00 - 17/02/2024 17:15","Finland (FI)","11960.00","11325.60"
"17/02/2024 17:15 - 17/02/2024 17:30","Finland (FI)","11948.00","11362.40"
"17/02/2024 17:30 - 17/02/2024 17:45","Finland (FI)","11965.00","11388.50"
"17/02/2024 17:45 - 17/02/2024 18:00","Finland (FI)","12024.00","11405.90"
"17/02/2024 18:00 - 17/02/2024 18:15","Finland (FI)","11981.00","11421.30"
"17/02/2024 18:15 - 17/02/2024 18:30","Finland (FI)","11928.00","11405.80"
"17/02/2024 18:30 - 17/02/2024 18:45","Finland (FI)","11858.00","11370.10"
"17/02/2024 18:45 - 17/02/2024 19:00","Finland (FI)","11791.00","11300.50"
"17/02/2024 19:00 - 17/02/2024 19:15","Finland (FI)","11694.00","11179.30"
"17/02/2024 19:15 - 17/02/2024 19:30","Finland (FI)","11710.00","11090.60"
"17/02/2024 19:30 - 17/02/2024 19:45","Finland (FI)","11584.00","11023.70"
"17/02/2024 19:45 - 17/02/2024 20:00","Finland (FI)","11450.00","10936.90"
"17/02/2024 20:00 - 17/02/2024 20:15","Finland (FI)","11340.00","10819.70"
"17/02/2024 20:15 - 17/02/2024 20:30","Finland (FI)","11269.00","10755.70"
"17/02/2024 20:30 - 17/02/2024 20:45","Finland (FI)","11141.00","10723.10"
"17/02/2024 20:45 - 17/02/2024 21:00","Finland (FI)","11045.00","10725.50"
"17/02/2024 21:00 - 17/02/2024 21:15","Finland (FI)","11189.00","10786.70"
"17/02/2024 21:15 - 17/02/2024 21:30","Finland (FI)","11371.00","10808.20"
"17/02/2024 21:30 - 17/02/2024 21:45","Finland (FI)","11374.00","10802.80"
"17/02/2024 21:45 - 17/02/2024 22:00","Finland (FI)","11367.00","10817.60"
"17/02/2024 22:00 - 17/02/2024 22:15","Finland (FI)","11399.00","10862.90"
"17/02/2024 22:15 - 17/02/2024 22:30","Finland (FI)","11304.00","10849.80"
"17/02/2024 22:30 - 17/02/2024 22:45","Finland (FI)","11239.00","10807.30"
"17/02/2024 22:45 - 17/02/2024 23:00","Finland (FI)","11097.00","10707.80"
"17/02/2024 23:00 - 17/02/2024 23:15","Finland (FI)","11101.00","10508.30"
"17/02/2024 23:15 - 17/02/2024 23:30","Finland (FI)","11042.00","10408.70"
"17/02/2024 23:30 - 17/02/2024 23:45","Finland (FI)","10951.00","10371.40"
"17/02/2024 23:45 - 18/02/2024 00:00","Finland (FI)","10883.00","10346.50"
"18/02/2024 00:00 - 18/02/2024 00:15","Finland (FI)","10912.00","10364.40"
"18/02/2024 00:15 - 18/02/2024 00:30","Finland (FI)","10924.00","10355.70"
"18/02/2024 00:30 - 18/02/2024 00:45","Finland (FI)","10852.00","10340.30"
"18/02/2024 00:45 - 18/02/2024 01:00","Finland (FI)","10705.00","10309.80"
"18/02/2024 01:00 - 18/02/2024 01:15","Finland (FI)","10679.00","10257.80"
"18/02/2024 01:15 - 18/02/2024 01:30","Finland (FI)","10632.00","10218.30"
"18/02/2024 01:30 - 18/02/2024 01:45","Finland (FI)","10654.00","10187.90"
"18/02/2024 01:45 - 18/02/2024 02:00","Finland (FI)","10627.00","10146.20"
"18/02/2024 02:00 - 18/02/2024 02:15","Finland (FI)","10506.00","10086.30"
"18/02/2024 02:15 - 18/02/2024 02:30","Finland (FI)","10463.00","10056.10"
"18/02/2024 02:30 - 18/02/2024 02:45","Finland (FI)","10446.00","10042.20"
"18/02/2024 02:45 - 18/02/2024 03:00","Finland (FI)","10411.00","10050.50"
"18/02/2024 03:00 - 18/02/2024 03:15","Finland (FI)","10435.00","10097.70"
"18/02/2024 03:15 - 18/02/2024 03:30","Finland (FI)","10412.00","10111.50"
"18/02/2024 03:30 - 18/02/2024 03:45","Finland (FI)","10468.00","10110.90"
"18/02/2024 03:45 - 18/02/2024 04:00","Finland (FI)","10472.00","10092.30"
"18/02/2024 04:00 - 18/02/2024 04:15","Finland (FI)","10480.00","10035.10"
"18/02/2024 04:15 - 18/02/2024 04:30","Finland (FI)","10447.00","10025.50"
"18/02/2024 04:30 - 18/02/2024 04:45","Finland (FI)","10496.00","10061.80"
"18/02/2024 04:45 - 18/02/2024 05:00","Finland (FI)","10527.00","10107.50"
"18/02/2024 05:00 - 18/02/2024 05:15","Finland (FI)","10511.00","10207.80"
"18/02/2024 05:15 - 18/02/2024 05:30","Finland (FI)","10507.00","10257.90"
"18/02/2024 05:30 - 18/02/2024 05:45","Finland (FI)","10566.00","10282.20"
"18/02/2024 05:45 - 18/02/2024 06:00","Finland (FI)","10638.00","10288.20"
"18/02/2024 06:00 - 18/02/2024 06:15","Finland (FI)","10635.00","10255.50"
"18/02/2024 06:15 - 18/02/2024 06:30","Finland (FI)","10607.00","10258.40"
"18/02/2024 06:30 - 18/02/2024 06:45","Finland (FI)","10571.00","10281.30"
"18/02/2024 06:45 - 18/02/2024 07:00","Finland (FI)","10547.00","10311.60"
"18/02/2024 07:00 - 18/02/2024 07:15","Finland (FI)","10605.00","10358.10"
"18/02/2024 07:15 - 18/02/2024 07:30","Finland (FI)","10708.00","10398.10"
"18/02/2024 07:30 - 18/02/2024 07:45","Finland (FI)","10691.00","10435.40"
"18/02/2024 07:45 - 18/02/2024 08:00","Finland (FI)","10747.00","10476.80"
"18/02/2024 08:00 - 18/02/2024 08:15","Finland (FI)","10783.00","10521.90"
"18/02/2024 08:15 - 18/02/2024 08:30","Finland (FI)","10861.00","10566.20"
"18/02/2024 08:30 - 18/02/2024 08:45","Finland (FI)","10963.00","10607.80"
"18/02/2024 08:45 - 18/02/2024 09:00","Finland (FI)","11017.00","10659.10"
"18/02/2024 09:00 - 18/02/2024 09:15","Finland (FI)","10960.00","10728.50"
"18/02/2024 09:15 - 18/02/2024 09:30","Finland (FI)","10923.00","10770.10"
"18/02/2024 09:30 - 18/02/2024 09:45","Finland (FI)","11058.00","10794.00"
"18/02/2024 09:45 - 18/02/2024 10:00","Finland (FI)","11068.00","10805.70"
"18/02/2024 10:00 - 18/02/2024 10:15","Finland (FI)","11058.00","10797.90"
"18/02/2024 10:15 - 18/02/2024 10:30","Finland (FI)","10928.00","10794.40"
"18/02/2024 10:30 - 18/02/2024 10:45","Finland (FI)","10934.00","10791.90"
"18/02/2024 10:45 - 18/02/2024 11:00","Finland (FI)","10971.00","10780.00"
"18/02/2024 11:00 - 18/02/2024 11:15","Finland (FI)","10874.00","10756.90"
"18/02/2024 11:15 - 18/02/2024 11:30","Finland (FI)","10826.00","10740.20"
"18/02/2024 11:30 - 18/02/2024 11:45","Finland (FI)","10759.00","10726.20"
"18/02/2024 11:45 - 18/02/2024 12:00","Finland (FI)","10817.00","10712.10"
"18/02/2024 12:00 - 18/02/2024 12:15","Finland (FI)","10757.00","10700.30"
"18/02/2024 12:15 - 18/02/2024 12:30","Finland (FI)","10722.00","10684.10"
"18/02/2024 12:30 - 18/02/2024 12:45","Finland (FI)","10688.00","10667.50"
"18/02/2024 12:45 - 18/02/2024 13:00","Finland (FI)","10711.00","10641.00"
"18/02/2024 13:00 - 18/02/2024 13:15","Finland (FI)","10724.00","10595.40"
"18/02/2024 13:15 - 18/02/2024 13:30","Finland (FI)","10752.00","10576.40"
"18/02/2024 13:30 - 18/02/2024 13:45","Finland (FI)","10634.00","10573.70"
"18/02/2024 13:45 - 18/02/2024 14:00","Finland (FI)","10639.00","10582.50"
"18/02/2024 14:00 - 18/02/2024 14:15","Finland (FI)","10612.00","10610.20"
"18/02/2024 14:15 - 18/02/2024 14:30","Finland (FI)","10680.00","10631.50"
"18/02/2024 14:30 - 18/02/2024 14:45","Finland (FI)","10679.00","10654.20"
"18/02/2024 14:45 - 18/02/2024 15:00","Finland (FI)","10747.00","10672.10"
"18/02/2024 15:00 - 18/02/2024 15:15","Finland (FI)","10763.00","10674.10"
"18/02/2024 15:15 - 18/02/2024 15:30","Finland (FI)","10773.00","10710.90"
"18/02/2024 15:30 - 18/02/2024 15:45","Finland (FI)","10815.00","10768.80"
"18/02/2024 15:45 - 18/02/2024 16:00","Finland (FI)","10843.00","10851.70"
"18/02/2024 16:00 - 18/02/2024 16:15","Finland (FI)","10945.00","10974.90"
"18/02/2024 16:15 - 18/02/2024 16:30","Finland (FI)","11095.00","11072.90"
"18/02/2024 16:30 - 18/02/2024 16:45","Finland (FI)","11235.00","11161.50"
