"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"17/11/2024 23:00 - 17/11/2024 23:15","Finland (FI)","8938.40","9333.50"
"17/11/2024 23:15 - 17/11/2024 23:30","Finland (FI)","8863.40","9297.60"
"17/11/2024 23:30 - 17/11/2024 23:45","Finland (FI)","8906.60","9280.70"
"17/11/2024 23:45 - 18/11/2024 00:00","Finland (FI)","8843.50","9270.80"
"18/11/2024 00:00 - 18/11/2024 00:15","Finland (FI)","8798.50","8945.40"
"18/11/2024 00:15 - 18/11/2024 00:30","Finland (FI)","8737.00","8938.50"
"18/11/2024 00:30 - 18/11/2024 00:45","Finland (FI)","8712.40","8928.20"
"18/11/2024 00:45 - 18/11/2024 01:00","Finland (FI)","8741.20","8900.80"
"18/11/2024 01:00 - 18/11/2024 01:15","Finland (FI)","8707.10","8846.20"
"18/11/2024 01:15 - 18/11/2024 01:30","Finland (FI)","8707.00","8818.60"
"18/11/2024 01:30 - 18/11/2024 01:45","Finland (FI)","8608.40","8807.70"
"18/11/2024 01:45 - 18/11/2024 02:00","Finland (FI)","8625.00","8800.60"
"18/11/2024 02:00 - 18/11/2024 02:15","Finland (FI)","8601.50","8801.50"
"18/11/2024 02:15 - 18/11/2024 02:30","Finland (FI)","8596.30","8806.90"
"18/11/2024 02:30 - 18/11/2024 02:45","Finland (FI)","8491.30","8821.40"
"18/11/2024 02:45 - 18/11/2024 03:00","Finland (FI)","8573.40","8830.40"
"18/11/2024 03:00 - 18/11/2024 03:15","Finland (FI)","8573.40","8822.20"
"18/11/2024 03:15 - 18/11/2024 03:30","Finland (FI)","8591.20","8858.10"
"18/11/2024 03:30 - 18/11/2024 03:45","Finland (FI)","8514.20","8925.50"
"18/11/2024 03:45 - 18/11/2024 04:00","Finland (FI)","8547.30","9013.90"
"18/11/2024 04:00 - 18/11/2024 04:15","Finland (FI)","8657.90","9131.00"
"18/11/2024 04:15 - 18/11/2024 04:30","Finland (FI)","8742.30","9256.80"
"18/11/2024 04:30 - 18/11/2024 04:45","Finland (FI)","8854.20","9378.80"
"18/11/2024 04:45 - 18/11/2024 05:00","Finland (FI)","8942.40","9552.80"
"18/11/2024 05:00 - 18/11/2024 05:15","Finland (FI)","9115.00","9798.40"
"18/11/2024 05:15 - 18/11/2024 05:30","Finland (FI)","9265.10","9967.60"
"18/11/2024 05:30 - 18/11/2024 05:45","Finland (FI)","9479.70","10090.00"
"18/11/2024 05:45 - 18/11/2024 06:00","Finland (FI)","9622.70","10195.00"
"18/11/2024 06:00 - 18/11/2024 06:15","Finland (FI)","9701.50","10267.50"
"18/11/2024 06:15 - 18/11/2024 06:30","Finland (FI)","9790.80","10338.40"
"18/11/2024 06:30 - 18/11/2024 06:45","Finland (FI)","9859.90","10404.20"
"18/11/2024 06:45 - 18/11/2024 07:00","Finland (FI)","9935.30","10447.90"
"18/11/2024 07:00 - 18/11/2024 07:15","Finland (FI)","9966.90","10464.40"
"18/11/2024 07:15 - 18/11/2024 07:30","Finland (FI)","9966.20","10491.00"
"18/11/2024 07:30 - 18/11/2024 07:45","Finland (FI)","9927.50","10521.60"
"18/11/2024 07:45 - 18/11/2024 08:00","Finland (FI)","9938.80","10543.70"
"18/11/2024 08:00 - 18/11/2024 08:15","Finland (FI)","9927.10","10557.40"
"18/11/2024 08:15 - 18/11/2024 08:30","Finland (FI)","9925.60","10574.80"
"18/11/2024 08:30 - 18/11/2024 08:45","Finland (FI)","9919.90","10592.20"
"18/11/2024 08:45 - 18/11/2024 09:00","Finland (FI)","9898.40","10612.50"
"18/11/2024 09:00 - 18/11/2024 09:15","Finland (FI)","9926.00","10641.10"
"18/11/2024 09:15 - 18/11/2024 09:30","Finland (FI)","9929.50","10653.80"
"18/11/2024 09:30 - 18/11/2024 09:45","Finland (FI)","9936.30","10657.50"
"18/11/2024 09:45 - 18/11/2024 10:00","Finland (FI)","9944.10","10648.40"
"18/11/2024 10:00 - 18/11/2024 10:15","Finland (FI)","9967.70","10617.70"
"18/11/2024 10:15 - 18/11/2024 10:30","Finland (FI)","9948.80","10604.80"
"18/11/2024 10:30 - 18/11/2024 10:45","Finland (FI)","9943.70","10600.50"
"18/11/2024 10:45 - 18/11/2024 11:00","Finland (FI)","9952.50","10601.70"
"18/11/2024 11:00 - 18/11/2024 11:15","Finland (FI)","9943.60","10615.80"
"18/11/2024 11:15 - 18/11/2024 11:30","Finland (FI)","9952.70","10616.30"
"18/11/2024 11:30 - 18/11/2024 11:45","Finland (FI)","9946.90","10609.40"
"18/11/2024 11:45 - 18/11/2024 12:00","Finland (FI)","9930.90","10596.60"
"18/11/2024 12:00 - 18/11/2024 12:15","Finland (FI)","9922.50","10572.60"
"18/11/2024 12:15 - 18/11/2024 12:30","Finland (FI)","9901.80","10557.50"
"18/11/2024 12:30 - 18/11/2024 12:45","Finland (FI)","9869.30","10549.30"
"18/11/2024 12:45 - 18/11/2024 13:00","Finland (FI)","9821.00","10536.20"
"18/11/2024 13:00 - 18/11/2024 13:15","Finland (FI)","9801.20","10514.20"
"18/11/2024 13:15 - 18/11/2024 13:30","Finland (FI)","9824.10","10510.60"
"18/11/2024 13:30 - 18/11/2024 13:45","Finland (FI)","9887.90","10517.70"
"18/11/2024 13:45 - 18/11/2024 14:00","Finland (FI)","9880.10","10539.00"
"18/11/2024 14:00 - 18/11/2024 14:15","Finland (FI)","9906.30","10583.80"
"18/11/2024 14:15 - 18/11/2024 14:30","Finland (FI)","9957.10","10611.20"
"18/11/2024 14:30 - 18/11/2024 14:45","Finland (FI)","9987.40","10628.70"
"18/11/2024 14:45 - 18/11/2024 15:00","Finland (FI)","10023.00","10647.40"
"18/11/2024 15:00 - 18/11/2024 15:15","Finland (FI)","10057.00","10665.40"
"18/11/2024 15:15 - 18/11/2024 15:30","Finland (FI)","10195.00","10679.10"
"18/11/2024 15:30 - 18/11/2024 15:45","Finland (FI)","10188.00","10688.30"
"18/11/2024 15:45 - 18/11/2024 16:00","Finland (FI)","10151.00","10697.30"
"18/11/2024 16:00 - 18/11/2024 16:15","Finland (FI)","10204.00","10708.50"
"18/11/2024 16:15 - 18/11/2024 16:30","Finland (FI)","10151.00","10708.30"
"18/11/2024 16:30 - 18/11/2024 16:45","Finland (FI)","10091.00","10702.20"
"18/11/2024 16:45 - 18/11/2024 17:00","Finland (FI)","10012.00","10682.30"
"18/11/2024 17:00 - 18/11/2024 17:15","Finland (FI)","9986.90","10638.60"
"18/11/2024 17:15 - 18/11/2024 17:30","Finland (FI)","9991.90","10617.80"
"18/11/2024 17:30 - 18/11/2024 17:45","Finland (FI)","10019.00","10605.80"
"18/11/2024 17:45 - 18/11/2024 18:00","Finland (FI)","9997.10","10612.00"
"18/11/2024 18:00 - 18/11/2024 18:15","Finland (FI)","10004.00","10654.90"
"18/11/2024 18:15 - 18/11/2024 18:30","Finland (FI)","10006.00","10650.90"
"18/11/2024 18:30 - 18/11/2024 18:45","Finland (FI)","9950.00","10618.50"
"18/11/2024 18:45 - 18/11/2024 19:00","Finland (FI)","9935.20","10566.90"
"18/11/2024 19:00 - 18/11/2024 19:15","Finland (FI)","9849.70","10482.10"
"18/11/2024 19:15 - 18/11/2024 19:30","Finland (FI)","9805.50","10411.20"
"18/11/2024 19:30 - 18/11/2024 19:45","Finland (FI)","9831.80","10351.50"
"18/11/2024 19:45 - 18/11/2024 20:00","Finland (FI)","9727.30","10266.50"
"18/11/2024 20:00 - 18/11/2024 20:15","Finland (FI)","9639.60","10140.30"
"18/11/2024 20:15 - 18/11/2024 20:30","Finland (FI)","9617.50","10072.60"
"18/11/2024 20:30 - 18/11/2024 20:45","Finland (FI)","9470.20","10035.80"
"18/11/2024 20:45 - 18/11/2024 21:00","Finland (FI)","9373.40","10040.20"
"18/11/2024 21:00 - 18/11/2024 21:15","Finland (FI)","9466.80","10118.40"
"18/11/2024 21:15 - 18/11/2024 21:30","Finland (FI)","9666.30","10129.90"
"18/11/2024 21:30 - 18/11/2024 21:45","Finland (FI)","9712.40","10102.40"
"18/11/2024 21:45 - 18/11/2024 22:00","Finland (FI)","9603.50","10065.70"
"18/11/2024 22:00 - 18/11/2024 22:15","Finland (FI)","9556.70","10006.90"
"18/11/2024 22:15 - 18/11/2024 22:30","Finland (FI)","9449.70","9947.50"
"18/11/2024 22:30 - 18/11/2024 22:45","Finland (FI)","9356.50","9890.80"
"18/11/2024 22:45 - 18/11/2024 23:00","Finland (FI)","9152.40","9802.00"
"18/11/2024 23:00 - 18/11/2024 23:15","Finland (FI)","9180.90","9660.50"
"18/11/2024 23:15 - 18/11/2024 23:30","Finland (FI)","9164.50","9583.80"
"18/11/2024 23:30 - 18/11/2024 23:45","Finland (FI)","9053.30","9549.70"
"18/11/2024 23:45 - 19/11/2024 00:00","Finland (FI)","8938.70","9529.00"
"19/11/2024 00:00 - 19/11/2024 00:15","Finland (FI)","8917.70","8997.80"
"19/11/2024 00:15 - 19/11/2024 00:30","Finland (FI)","8876.40","8992.80"
"19/11/2024 00:30 - 19/11/2024 00:45","Finland (FI)","8777.40","8984.20"
"19/11/2024 00:45 - 19/11/2024 01:00","Finland (FI)","8675.70","8966.50"
"19/11/2024 01:00 - 19/11/2024 01:15","Finland (FI)","8732.80","8935.40"
"19/11/2024 01:15 - 19/11/2024 01:30","Finland (FI)","8749.20","8913.20"
"19/11/2024 01:30 - 19/11/2024 01:45","Finland (FI)","8664.50","8897.40"
"19/11/2024 01:45 - 19/11/2024 02:00","Finland (FI)","8577.90","8875.70"
"19/11/2024 02:00 - 19/11/2024 02:15","Finland (FI)","8618.10","8844.50"
"19/11/2024 02:15 - 19/11/2024 02:30","Finland (FI)","8555.20","8830.60"
"19/11/2024 02:30 - 19/11/2024 02:45","Finland (FI)","8546.50","8831.10"
"19/11/2024 02:45 - 19/11/2024 03:00","Finland (FI)","8455.50","8830.50"
"19/11/2024 03:00 - 19/11/2024 03:15","Finland (FI)","8547.30","8824.00"
"19/11/2024 03:15 - 19/11/2024 03:30","Finland (FI)","8506.30","8846.70"
"19/11/2024 03:30 - 19/11/2024 03:45","Finland (FI)","8586.20","8893.40"
"19/11/2024 03:45 - 19/11/2024 04:00","Finland (FI)","8655.80","8949.80"
"19/11/2024 04:00 - 19/11/2024 04:15","Finland (FI)","8761.40","9013.90"
"19/11/2024 04:15 - 19/11/2024 04:30","Finland (FI)","8802.40","9107.80"
"19/11/2024 04:30 - 19/11/2024 04:45","Finland (FI)","9032.30","9217.80"
"19/11/2024 04:45 - 19/11/2024 05:00","Finland (FI)","9138.10","9373.80"
"19/11/2024 05:00 - 19/11/2024 05:15","Finland (FI)","9420.70","9600.60"
"19/11/2024 05:15 - 19/11/2024 05:30","Finland (FI)","9609.30","9767.50"
"19/11/2024 05:30 - 19/11/2024 05:45","Finland (FI)","9850.80","9897.00"
"19/11/2024 05:45 - 19/11/2024 06:00","Finland (FI)","9976.00","10030.20"
"19/11/2024 06:00 - 19/11/2024 06:15","Finland (FI)","10060.00","10165.40"
"19/11/2024 06:15 - 19/11/2024 06:30","Finland (FI)","10037.00","10268.40"
"19/11/2024 06:30 - 19/11/2024 06:45","Finland (FI)","10199.00","10349.20"
"19/11/2024 06:45 - 19/11/2024 07:00","Finland (FI)","10194.00","10401.40"
"19/11/2024 07:00 - 19/11/2024 07:15","Finland (FI)","10201.00","10411.40"
"19/11/2024 07:15 - 19/11/2024 07:30","Finland (FI)","10179.00","10439.90"
"19/11/2024 07:30 - 19/11/2024 07:45","Finland (FI)","10199.00","10476.10"
"19/11/2024 07:45 - 19/11/2024 08:00","Finland (FI)","10188.00","10502.70"
"19/11/2024 08:00 - 19/11/2024 08:15","Finland (FI)","10152.00","10521.90"
"19/11/2024 08:15 - 19/11/2024 08:30","Finland (FI)","10096.00","10542.10"
"19/11/2024 08:30 - 19/11/2024 08:45","Finland (FI)","10097.00","10561.10"
"19/11/2024 08:45 - 19/11/2024 09:00","Finland (FI)","10048.00","10579.10"
"19/11/2024 09:00 - 19/11/2024 09:15","Finland (FI)","10122.00","10598.30"
"19/11/2024 09:15 - 19/11/2024 09:30","Finland (FI)","10117.00","10609.80"
"19/11/2024 09:30 - 19/11/2024 09:45","Finland (FI)","10164.00","10615.60"
"19/11/2024 09:45 - 19/11/2024 10:00","Finland (FI)","10165.00","10616.50"
"19/11/2024 10:00 - 19/11/2024 10:15","Finland (FI)","10221.00","10611.10"
"19/11/2024 10:15 - 19/11/2024 10:30","Finland (FI)","10154.00","10604.70"
"19/11/2024 10:30 - 19/11/2024 10:45","Finland (FI)","10226.00","10596.50"
"19/11/2024 10:45 - 19/11/2024 11:00","Finland (FI)","10187.00","10584.20"
"19/11/2024 11:00 - 19/11/2024 11:15","Finland (FI)","10168.00","10567.30"
"19/11/2024 11:15 - 19/11/2024 11:30","Finland (FI)","10135.00","10549.90"
"19/11/2024 11:30 - 19/11/2024 11:45","Finland (FI)","10195.00","10532.50"
"19/11/2024 11:45 - 19/11/2024 12:00","Finland (FI)","10209.00","10509.70"
"19/11/2024 12:00 - 19/11/2024 12:15","Finland (FI)","10185.00","10478.30"
"19/11/2024 12:15 - 19/11/2024 12:30","Finland (FI)","10124.00","10455.90"
"19/11/2024 12:30 - 19/11/2024 12:45","Finland (FI)","10133.00","10441.40"
"19/11/2024 12:45 - 19/11/2024 13:00","Finland (FI)","10097.00","10421.00"
"19/11/2024 13:00 - 19/11/2024 13:15","Finland (FI)","10038.00","10388.40"
"19/11/2024 13:15 - 19/11/2024 13:30","Finland (FI)","9980.30","10382.40"
"19/11/2024 13:30 - 19/11/2024 13:45","Finland (FI)","10051.00","10393.30"
"19/11/2024 13:45 - 19/11/2024 14:00","Finland (FI)","10034.00","10421.30"
"19/11/2024 14:00 - 19/11/2024 14:15","Finland (FI)","10058.00","10476.40"
"19/11/2024 14:15 - 19/11/2024 14:30","Finland (FI)","10093.00","10518.40"
"19/11/2024 14:30 - 19/11/2024 14:45","Finland (FI)","10100.00","10553.10"
"19/11/2024 14:45 - 19/11/2024 15:00","Finland (FI)","10241.00","10598.00"
"19/11/2024 15:00 - 19/11/2024 15:15","Finland (FI)","10315.00","10656.40"
"19/11/2024 15:15 - 19/11/2024 15:30","Finland (FI)","10325.00","10697.60"
"19/11/2024 15:30 - 19/11/2024 15:45","Finland (FI)","10263.00","10727.00"
"19/11/2024 15:45 - 19/11/2024 16:00","Finland (FI)","10382.00","10754.10"
"19/11/2024 16:00 - 19/11/2024 16:15","Finland (FI)","10410.00","10778.40"
"19/11/2024 16:15 - 19/11/2024 16:30","Finland (FI)","10349.00","10792.20"
"19/11/2024 16:30 - 19/11/2024 16:45","Finland (FI)","10240.00","10799.70"
"19/11/2024 16:45 - 19/11/2024 17:00","Finland (FI)","10270.00","10793.50"
"19/11/2024 17:00 - 19/11/2024 17:15","Finland (FI)","10318.00","10769.20"
"19/11/2024 17:15 - 19/11/2024 17:30","Finland (FI)","10364.00","10754.90"
"19/11/2024 17:30 - 19/11/2024 17:45","Finland (FI)","10353.00","10743.60"
"19/11/2024 17:45 - 19/11/2024 18:00","Finland (FI)","10382.00","10735.10"
"19/11/2024 18:00 - 19/11/2024 18:15","Finland (FI)","10345.00","10736.30"
"19/11/2024 18:15 - 19/11/2024 18:30","Finland (FI)","10378.00","10719.80"
"19/11/2024 18:30 - 19/11/2024 18:45","Finland (FI)","10406.00","10690.60"
"19/11/2024 18:45 - 19/11/2024 19:00","Finland (FI)","10297.00","10655.80"
"19/11/2024 19:00 - 19/11/2024 19:15","Finland (FI)","10215.00","10613.60"
"19/11/2024 19:15 - 19/11/2024 19:30","Finland (FI)","10125.00","10563.80"
"19/11/2024 19:30 - 19/11/2024 19:45","Finland (FI)","10093.00","10512.20"
"19/11/2024 19:45 - 19/11/2024 20:00","Finland (FI)","10032.00","10435.60"
"19/11/2024 20:00 - 19/11/2024 20:15","Finland (FI)","9912.20","10316.10"
"19/11/2024 20:15 - 19/11/2024 20:30","Finland (FI)","9892.40","10247.90"
"19/11/2024 20:30 - 19/11/2024 20:45","Finland (FI)","9728.80","10206.30"
"19/11/2024 20:45 - 19/11/2024 21:00","Finland (FI)","9591.40","10195.90"
"19/11/2024 21:00 - 19/11/2024 21:15","Finland (FI)","9709.90","10243.30"
"19/11/2024 21:15 - 19/11/2024 21:30","Finland (FI)","9763.10","10236.80"
"19/11/2024 21:30 - 19/11/2024 21:45","Finland (FI)","9736.10","10199.20"
"19/11/2024 21:45 - 19/11/2024 22:00","Finland (FI)","9760.50","10151.10"
"19/11/2024 22:00 - 19/11/2024 22:15","Finland (FI)","9746.50","10079.80"
"19/11/2024 22:15 - 19/11/2024 22:30","Finland (FI)","9615.40","10015.10"
"19/11/2024 22:30 - 19/11/2024 22:45","Finland (FI)","9500.50","9957.20"
"19/11/2024 22:45 - 19/11/2024 23:00","Finland (FI)","9321.20","9875.40"
"19/11/2024 23:00 - 19/11/2024 23:15","Finland (FI)","9363.40","9754.20"
"19/11/2024 23:15 - 19/11/2024 23:30","Finland (FI)","9357.60","9686.50"
"19/11/2024 23:30 - 19/11/2024 23:45","Finland (FI)","9317.80","9654.90"
"19/11/2024 23:45 - 20/11/2024 00:00","Finland (FI)","9282.10","9636.30"
"20/11/2024 00:00 - 20/11/2024 00:15","Finland (FI)","9175.20","9151.40"
"20/11/2024 00:15 - 20/11/2024 00:30","Finland (FI)","9168.20","9146.50"
"20/11/2024 00:30 - 20/11/2024 00:45","Finland (FI)","9101.40","9137.70"
"20/11/2024 00:45 - 20/11/2024 01:00","Finland (FI)","9023.20","9120.90"
"20/11/2024 01:00 - 20/11/2024 01:15","Finland (FI)","9128.80","9093.30"
"20/11/2024 01:15 - 20/11/2024 01:30","Finland (FI)","9071.40","9070.80"
"20/11/2024 01:30 - 20/11/2024 01:45","Finland (FI)","9080.10","9053.30"
"20/11/2024 01:45 - 20/11/2024 02:00","Finland (FI)","9056.00","9024.60"
"20/11/2024 02:00 - 20/11/2024 02:15","Finland (FI)","9041.30","8976.30"
"20/11/2024 02:15 - 20/11/2024 02:30","Finland (FI)","9022.10","8958.10"
"20/11/2024 02:30 - 20/11/2024 02:45","Finland (FI)","9022.60","8962.10"
"20/11/2024 02:45 - 20/11/2024 03:00","Finland (FI)","8973.10","8970.80"
"20/11/2024 03:00 - 20/11/2024 03:15","Finland (FI)","9069.30","8983.50"
"20/11/2024 03:15 - 20/11/2024 03:30","Finland (FI)","9053.30","9020.10"
"20/11/2024 03:30 - 20/11/2024 03:45","Finland (FI)","9042.20","9076.80"
"20/11/2024 03:45 - 20/11/2024 04:00","Finland (FI)","9125.70","9148.90"
"20/11/2024 04:00 - 20/11/2024 04:15","Finland (FI)","9173.40","9237.90"
"20/11/2024 04:15 - 20/11/2024 04:30","Finland (FI)","9281.70","9342.60"
"20/11/2024 04:30 - 20/11/2024 04:45","Finland (FI)","9297.30","9453.40"
"20/11/2024 04:45 - 20/11/2024 05:00","Finland (FI)","9333.70","9607.20"
"20/11/2024 05:00 - 20/11/2024 05:15","Finland (FI)","9715.10","9826.90"
"20/11/2024 05:15 - 20/11/2024 05:30","Finland (FI)","9890.10","9980.20"
"20/11/2024 05:30 - 20/11/2024 05:45","Finland (FI)","10069.00","10092.30"
"20/11/2024 05:45 - 20/11/2024 06:00","Finland (FI)","10227.00","10194.40"
"20/11/2024 06:00 - 20/11/2024 06:15","Finland (FI)","10249.00","10276.80"
"20/11/2024 06:15 - 20/11/2024 06:30","Finland (FI)","10429.00","10347.20"
"20/11/2024 06:30 - 20/11/2024 06:45","Finland (FI)","10501.00","10406.40"
"20/11/2024 06:45 - 20/11/2024 07:00","Finland (FI)","10554.00","10443.50"
"20/11/2024 07:00 - 20/11/2024 07:15","Finland (FI)","10582.00","10452.20"
"20/11/2024 07:15 - 20/11/2024 07:30","Finland (FI)","10575.00","10468.50"
"20/11/2024 07:30 - 20/11/2024 07:45","Finland (FI)","10498.00","10488.10"
"20/11/2024 07:45 - 20/11/2024 08:00","Finland (FI)","10444.00","10492.00"
"20/11/2024 08:00 - 20/11/2024 08:15","Finland (FI)","10414.00","10474.80"
"20/11/2024 08:15 - 20/11/2024 08:30","Finland (FI)","10396.00","10477.00"
"20/11/2024 08:30 - 20/11/2024 08:45","Finland (FI)","10448.00","10489.70"
"20/11/2024 08:45 - 20/11/2024 09:00","Finland (FI)","10423.00","10508.10"
"20/11/2024 09:00 - 20/11/2024 09:15","Finland (FI)","10522.00","10538.70"
"20/11/2024 09:15 - 20/11/2024 09:30","Finland (FI)","10606.00","10560.30"
"20/11/2024 09:30 - 20/11/2024 09:45","Finland (FI)","10608.00","10576.50"
"20/11/2024 09:45 - 20/11/2024 10:00","Finland (FI)","10610.00","10593.70"
"20/11/2024 10:00 - 20/11/2024 10:15","Finland (FI)","10644.00","10611.30"
"20/11/2024 10:15 - 20/11/2024 10:30","Finland (FI)","10612.00","10625.40"
"20/11/2024 10:30 - 20/11/2024 10:45","Finland (FI)","10619.00","10636.50"
"20/11/2024 10:45 - 20/11/2024 11:00","Finland (FI)","10620.00","10646.80"
"20/11/2024 11:00 - 20/11/2024 11:15","Finland (FI)","10613.00","10657.10"
"20/11/2024 11:15 - 20/11/2024 11:30","Finland (FI)","10684.00","10662.10"
"20/11/2024 11:30 - 20/11/2024 11:45","Finland (FI)","10736.00","10663.30"
"20/11/2024 11:45 - 20/11/2024 12:00","Finland (FI)","10738.00","10660.00"
"20/11/2024 12:00 - 20/11/2024 12:15","Finland (FI)","10713.00","10650.60"
"20/11/2024 12:15 - 20/11/2024 12:30","Finland (FI)","10804.00","10642.60"
"20/11/2024 12:30 - 20/11/2024 12:45","Finland (FI)","10706.00","10637.20"
"20/11/2024 12:45 - 20/11/2024 13:00","Finland (FI)","10699.00","10622.00"
"20/11/2024 13:00 - 20/11/2024 13:15","Finland (FI)","10724.00","10589.60"
"20/11/2024 13:15 - 20/11/2024 13:30","Finland (FI)","10842.00","10582.10"
"20/11/2024 13:30 - 20/11/2024 13:45","Finland (FI)","10864.00","10590.80"
"20/11/2024 13:45 - 20/11/2024 14:00","Finland (FI)","10849.00","10608.70"
"20/11/2024 14:00 - 20/11/2024 14:15","Finland (FI)","10920.00","10641.20"
"20/11/2024 14:15 - 20/11/2024 14:30","Finland (FI)","10932.00","10673.70"
"20/11/2024 14:30 - 20/11/2024 14:45","Finland (FI)","11111.00","10705.30"
"20/11/2024 14:45 - 20/11/2024 15:00","Finland (FI)","11284.00","10754.10"
"20/11/2024 15:00 - 20/11/2024 15:15","Finland (FI)","11332.00","10829.90"
"20/11/2024 15:15 - 20/11/2024 15:30","Finland (FI)","11363.00","10875.10"
"20/11/2024 15:30 - 20/11/2024 15:45","Finland (FI)","11486.00","10901.90"
"20/11/2024 15:45 - 20/11/2024 16:00","Finland (FI)","11610.00","10919.50"
"20/11/2024 16:00 - 20/11/2024 16:15","Finland (FI)","11649.00","10920.20"
"20/11/2024 16:15 - 20/11/2024 16:30","Finland (FI)","11619.00","10925.10"
"20/11/2024 16:30 - 20/11/2024 16:45","Finland (FI)","11653.00","10928.60"
"20/11/2024 16:45 - 20/11/2024 17:00","Finland (FI)","11685.00","10927.60"
"20/11/2024 17:00 - 20/11/2024 17:15","Finland (FI)","11579.00","10920.50"
"20/11/2024 17:15 - 20/11/2024 17:30","Finland (FI)","11508.00","10913.70"
"20/11/2024 17:30 - 20/11/2024 17:45","Finland (FI)","11508.00","10904.80"
"20/11/2024 17:45 - 20/11/2024 18:00","Finland (FI)","11477.00","10897.50"
"20/11/2024 18:00 - 20/11/2024 18:15","Finland (FI)","11525.00","10896.30"
"20/11/2024 18:15 - 20/11/2024 18:30","Finland (FI)","11592.00","10879.40"
"20/11/2024 18:30 - 20/11/2024 18:45","Finland (FI)","11578.00","10851.10"
"20/11/2024 18:45 - 20/11/2024 19:00","Finland (FI)","11503.00","10816.30"
"20/11/2024 19:00 - 20/11/2024 19:15","Finland (FI)","11524.00","10773.50"
"20/11/2024 19:15 - 20/11/2024 19:30","Finland (FI)","11500.00","10724.20"
"20/11/2024 19:30 - 20/11/2024 19:45","Finland (FI)","11409.00","10673.70"
"20/11/2024 19:45 - 20/11/2024 20:00","Finland (FI)","11225.00","10599.00"
"20/11/2024 20:00 - 20/11/2024 20:15","Finland (FI)","11175.00","10483.60"
"20/11/2024 20:15 - 20/11/2024 20:30","Finland (FI)","11075.00","10417.20"
"20/11/2024 20:30 - 20/11/2024 20:45","Finland (FI)","10918.00","10376.30"
"20/11/2024 20:45 - 20/11/2024 21:00","Finland (FI)","10714.00","10365.60"
"20/11/2024 21:00 - 20/11/2024 21:15","Finland (FI)","10889.00","10411.20"
"20/11/2024 21:15 - 20/11/2024 21:30","Finland (FI)","10924.00","10404.00"
"20/11/2024 21:30 - 20/11/2024 21:45","Finland (FI)","10934.00","10365.30"
"20/11/2024 21:45 - 20/11/2024 22:00","Finland (FI)","10877.00","10318.30"
"20/11/2024 22:00 - 20/11/2024 22:15","Finland (FI)","10907.00","10252.70"
"20/11/2024 22:15 - 20/11/2024 22:30","Finland (FI)","10817.00","10186.20"
"20/11/2024 22:30 - 20/11/2024 22:45","Finland (FI)","10703.00","10122.70"
"20/11/2024 22:45 - 20/11/2024 23:00","Finland (FI)","10525.00","10028.60"
"20/11/2024 23:00 - 20/11/2024 23:15","Finland (FI)","10448.00","9882.90"
"20/11/2024 23:15 - 20/11/2024 23:30","Finland (FI)","10396.00","9803.00"
"20/11/2024 23:30 - 20/11/2024 23:45","Finland (FI)","10310.00","9766.80"
"20/11/2024 23:45 - 21/11/2024 00:00","Finland (FI)","10211.00","9745.00"
"21/11/2024 00:00 - 21/11/2024 00:15","Finland (FI)","10099.00","9949.20"
"21/11/2024 00:15 - 21/11/2024 00:30","Finland (FI)","10076.00","9939.60"
"21/11/2024 00:30 - 21/11/2024 00:45","Finland (FI)","9913.70","9922.10"
"21/11/2024 00:45 - 21/11/2024 01:00","Finland (FI)","9847.80","9890.30"
"21/11/2024 01:00 - 21/11/2024 01:15","Finland (FI)","9825.80","9839.10"
"21/11/2024 01:15 - 21/11/2024 01:30","Finland (FI)","9765.90","9794.60"
"21/11/2024 01:30 - 21/11/2024 01:45","Finland (FI)","9698.30","9756.50"
"21/11/2024 01:45 - 21/11/2024 02:00","Finland (FI)","9670.70","9699.80"
"21/11/2024 02:00 - 21/11/2024 02:15","Finland (FI)","9732.00","9612.30"
"21/11/2024 02:15 - 21/11/2024 02:30","Finland (FI)","9715.40","9567.90"
"21/11/2024 02:30 - 21/11/2024 02:45","Finland (FI)","9694.30","9552.50"
"21/11/2024 02:45 - 21/11/2024 03:00","Finland (FI)","9749.20","9548.90"
"21/11/2024 03:00 - 21/11/2024 03:15","Finland (FI)","9738.50","9563.00"
"21/11/2024 03:15 - 21/11/2024 03:30","Finland (FI)","9717.80","9588.80"
"21/11/2024 03:30 - 21/11/2024 03:45","Finland (FI)","9835.60","9627.80"
"21/11/2024 03:45 - 21/11/2024 04:00","Finland (FI)","9822.40","9680.00"
"21/11/2024 04:00 - 21/11/2024 04:15","Finland (FI)","9887.90","9743.50"
"21/11/2024 04:15 - 21/11/2024 04:30","Finland (FI)","9993.90","9825.20"
"21/11/2024 04:30 - 21/11/2024 04:45","Finland (FI)","10045.00","9921.40"
"21/11/2024 04:45 - 21/11/2024 05:00","Finland (FI)","10148.00","10049.40"
"21/11/2024 05:00 - 21/11/2024 05:15","Finland (FI)","10379.00","10237.00"
"21/11/2024 05:15 - 21/11/2024 05:30","Finland (FI)","10593.00","10366.20"
"21/11/2024 05:30 - 21/11/2024 05:45","Finland (FI)","10736.00","10460.50"
"21/11/2024 05:45 - 21/11/2024 06:00","Finland (FI)","10892.00","10543.70"
"21/11/2024 06:00 - 21/11/2024 06:15","Finland (FI)","10856.00","10603.70"
